customer_id,recency,frequency,monetary
12826,3,12,2955.75
12830,38,6,6814.64
12835,428,41,6043.31
12836,59,15,6585.62
12838,34,10,3398.48
12839,3,26,10071.73
12841,5,40,7540.68
12843,66,30,6588.41
12853,135,11,3907.5
12856,8,6,2179.93
12867,26,13,7913.29
12877,4,20,2955.17
12901,9,28,17654.54
12909,40,8,3103.19
12910,23,13,5796.52
12913,5,13,6700.860000000001
12921,9,74,35921.04
12924,88,12,2469.4
12928,35,12,4304.89
12931,22,57,92347.34
12935,2,15,4243.86
12937,15,9,3097.61
12939,64,20,25264.8
12948,16,9,2317.43
12949,31,22,15526.7
12951,9,15,3213.7200000000003
12955,1,11,4757.16
12957,10,13,8706.97
12963,8,12,3601.59
12970,7,10,1524.97
12971,4,116,15972.79
12980,158,21,16245.78
12989,3,33,13551.75
13001,4,33,24172.100000000002
13004,12,36,11650.85
13012,9,11,2972.83
13013,1,29,12625.77
13014,11,11,5381.08
13015,53,11,6586.42
13018,16,35,9763.16
13021,4,17,4887.24
13026,1,9,1733.08
13027,114,19,17335.2
13037,138,12,3914.9500000000003
13047,32,24,8795.16
13048,14,9,4084.21
13050,15,35,12344.53
13069,1,38,9683.13
13077,1,11,3064.67
13078,3,57,29532.45
13081,12,28,59205.15
13082,126,21,7335.75
13089,3,203,116737.86
13090,9,24,14103.09
13092,71,12,2140.28
13093,276,55,54943.65
13094,21,13,2433.1200000000003
13097,33,28,13389.22
13098,1,28,28882.44
13102,1,37,11696.92
13104,3,9,1709.1
13107,44,9,5253.07
13110,31,12,2957.4700000000003
13113,1,37,18625.73
13115,12,10,5494.7
13117,22,18,2643.81
13118,20,9,2415.41
13126,5,13,3998.25
13131,23,7,3313.77
13136,56,13,6274.56
13137,11,16,7712.7
13139,16,8,8202.98
13141,85,17,7668.58
13148,29,26,8621.81
13157,49,9,5687.36
13162,122,16,9275.49
13173,4,11,2639.35
13174,16,12,9494.84
13178,26,21,14059.19
13183,8,15,7036.18
13184,15,10,1701.29
13196,11,7,3068.84
13198,10,8,4974.2300000000005
13199,4,67,16432.89
13203,10,10,2648.25
13206,400,13,8377.32
13209,30,13,8509.51
13211,10,10,2729.32
13213,57,11,3851.52
13225,3,16,16260.07
13230,4,30,6360.78
13246,18,11,3387.43
13263,1,39,8704.69
13266,11,19,6135.04
13267,3,36,9758.26
13268,18,11,3214.69
13269,1,28,8891.7
13297,8,7,4368.62
13305,4,16,3754.71
13313,22,12,3445.32
13316,37,10,13191.57
13317,66,19,6486.091
13319,5,58,22082.5
13324,36,18,10513.47
13327,39,20,9879.48
13329,32,8,5112.97
13340,45,12,22100.56
13362,9,7,5394.07
13373,61,6,7587.1900000000005
13381,32,12,8224.37
13384,31,11,6680.83
13394,2,19,6621.7
13397,73,10,3191.87
13408,2,106,51733.462
13410,24,9,2201.96
13417,5,6,1669.49
13418,12,31,12233.6
13421,40,8,4103.12
13426,1,22,8167.38
13435,5,9,4475.2300000000005
13437,14,7,3408.06
13448,17,13,9240.87
13450,27,13,4120.04
13451,26,11,7190.92
13458,7,16,11959.27
13468,2,72,13390.51
13471,1,4,2531.58
13477,38,11,2834.17
13481,46,11,3830.84
13488,17,23,15587.88
13491,52,27,4566.56
13495,8,10,5374.26
13510,1,11,4558.29
13520,59,11,6909.4
13523,33,6,5101.52
13527,34,12,4683.74
13534,2,35,7720.9
13536,1,7,3448.29
13538,43,12,3112.73
13542,377,17,4006.17
13552,66,22,6978.92
13555,74,13,8999.19
13557,28,13,3032.26
13562,82,8,4838.18
13564,144,37,17249.55
13571,13,26,4546.54
13576,10,28,11551.74
13577,25,11,3489.28
13588,16,9,2478.95
13590,11,18,6349.59
13593,108,14,5523.6900000000005
13599,1,33,10167.630000000001
13610,12,14,2175.88
13611,89,10,3319.53
13623,31,10,2566.49
13629,23,19,13370.86
13630,5,7,2031.78
13631,100,11,3070.42
13632,25,8,3648.15
13634,33,16,5073.47
13643,31,10,2156.77
13647,10,8,3071.68
13650,17,10,3288.0
13654,43,11,6308.0
13658,10,9,6025.5
13659,206,12,4894.88
13668,3,35,13089.94
13680,1,12,11435.67
13685,3,7,3119.44
13694,4,143,196482.81
13695,31,16,2770.73
13700,26,13,2613.46
13704,5,9,2308.06
13705,8,7,2035.33
13709,4,18,7591.75
13715,281,17,8483.29
13719,15,11,2815.25
13722,132,10,5635.41
13728,37,16,2855.17
13735,25,13,9813.22
13736,5,7,2766.21
13742,17,12,3131.02
13743,3,7,1341.6
13750,54,11,3602.1800000000003
13755,4,9,2161.35
13756,2,23,9207.5
13758,12,15,9416.98
13767,2,73,35540.53
13769,2,20,5800.42
13771,64,9,5728.82
13772,34,8,3114.22
13777,1,61,56478.42
13782,13,13,1793.72
13784,10,14,2910.23
13798,1,110,75836.87
13802,139,19,26259.11
13804,31,9,3208.52
13815,22,8,7475.74
13823,19,7,3403.4500000000003
13824,33,12,3314.76
13831,16,18,7023.58
13838,6,10,1966.09
13842,59,18,5629.91
13854,9,39,12253.96
13860,1,5,1245.9
13862,18,9,2556.09
13869,123,10,8111.57
13870,2,15,5712.08
13871,23,17,7885.85
13875,54,14,4814.37
13880,21,17,4391.66
13881,4,43,45179.1
13883,11,15,6560.02
13884,7,10,1888.48
13890,1,14,2927.38
13901,72,15,5676.34
13911,57,20,4234.99
13924,2,6,1838.8500000000001
13931,96,11,5257.38
13941,22,15,11122.300000000001
13949,3,6,2427.32
13952,218,14,12823.521
13953,7,12,6640.68
13963,308,17,3011.87
13969,7,35,13365.87
13971,19,14,4667.57
13975,31,12,5358.84
13982,39,9,4445.59
13983,30,21,7108.45
13984,27,12,2048.6
13985,4,22,10020.86
13988,20,8,4757.8
13993,43,19,6775.71
13994,4,6,2313.14
13995,15,14,3902.01
13999,10,29,9502.26
14001,46,9,4530.09
14004,43,11,6258.45
14016,162,11,11403.41
14030,18,20,8262.29
14031,7,44,40999.17
14032,2,16,4850.2699999999995
14035,29,9,2856.72
14040,41,35,12645.57
14044,27,10,3123.1
14045,109,16,11313.029999999999
14047,9,14,4255.03
14049,17,13,13239.03
14051,1,37,22434.0
14056,1,23,8214.65
14057,24,22,8408.84
14060,5,30,9519.08
14062,10,24,25604.2
14063,438,9,22710.2
14064,29,15,3332.42
14071,4,8,1438.82
14075,5,6,1734.87
14083,4,11,1407.26
14085,2,33,10104.97
14088,10,16,64036.8
14092,8,24,7229.45
14096,4,17,65164.79
14099,16,20,5765.71
14101,74,13,9961.93
14107,52,11,4877.3
14110,4,33,12987.95
14112,23,13,5834.59
14113,4,16,7092.610000000001
14129,2,9,2591.34
14132,2,11,3586.0299999999997
14134,383,15,11123.35
14135,2,24,9643.92
14145,47,7,7600.05
14146,9,12,9450.3
14156,10,156,313946.37
14159,20,20,7938.01
14175,60,8,7678.88
14177,86,13,2229.34
14180,11,33,6319.25
14189,2,16,5814.39
14191,2,15,4817.66
14194,5,36,18670.59
14198,18,9,1569.73
14205,17,9,2414.2
14209,11,15,4993.27
14210,106,16,5861.52
14211,53,18,4402.29
14215,12,9,3416.33
14216,3,5,2150.04
14217,2,23,3416.89
14221,42,17,6517.49
14227,26,15,6368.71
14235,75,9,4717.99
14239,43,21,4263.17
14243,9,17,7431.05
14251,2,5,2879.7000000000003
14257,64,9,5954.45
14258,9,25,32051.34
14262,8,8,2618.23
14277,15,9,17225.81
14282,3,25,7849.66
14285,21,8,3284.42
14286,24,7,8479.76
14290,11,8,4516.56
14291,2,23,7904.1
14292,8,16,9226.25
14293,3,9,3267.9300000000003
14298,8,82,91194.49
14299,8,27,14499.49
14307,89,10,5071.03
14309,8,11,3780.81
14312,47,11,3090.29
14321,11,7,2218.06
14329,17,15,9927.22
14334,17,12,4318.48
14341,45,18,4467.32
14344,127,20,3333.7000000000003
14367,8,16,9261.52
14388,10,16,6701.0
14390,10,13,6399.83
14395,2,20,8208.01
14397,3,19,2612.96
14401,4,22,6795.9
14404,34,13,2899.11
14408,11,11,4109.77
14409,71,9,3756.09
14415,1,23,12091.6
14422,1,19,10271.52
14426,24,17,11727.94
14440,8,13,6638.7300000000005
14441,1,11,4611.6900000000005
14446,1,5,1241.31
14449,19,8,2482.8
14451,60,12,3308.77
14456,5,9,3062.4
14461,148,13,6713.5
14462,66,12,2270.01
14466,29,13,4646.9
14467,18,12,2220.9900000000002
14482,18,12,4357.91
14493,7,10,5130.15
14498,43,10,3911.27
14502,20,11,2470.67
14503,3,6,3543.26
14505,17,19,12001.84
14506,17,7,3290.67
14507,24,11,3284.43
14514,61,9,4598.9800000000005
14515,18,12,3749.2599999999998
14524,32,13,2933.71
14525,20,17,8240.64
14527,3,122,27792.3
14530,26,16,6197.4
14533,25,11,3466.37
14534,3,26,6271.11
14535,60,9,6030.7300000000005
14540,10,11,3795.34
14541,59,14,2499.68
14543,29,39,14906.77
14546,5,11,5197.9
14547,4,8,4007.54
14553,19,9,1841.54
14560,7,44,6114.03
14562,4,26,6729.400000000001
14572,3,11,5615.18
14583,6,8,1781.03
14587,19,9,1601.14
14590,425,20,3006.62
14593,22,12,3712.0099999999998
14595,20,8,2164.45
14606,1,192,30861.06
14607,16,22,24137.63
14608,4,11,3352.94
14621,1,9,3000.57
14623,32,10,2059.58
14625,196,11,4497.88
14626,24,11,5410.92
14639,52,9,4978.96
14640,24,10,3667.06
14646,2,151,528602.52
14648,416,15,4546.86
14649,5,9,3775.31
14653,1,12,3614.54
14655,8,7,3878.51
14659,9,9,2529.93
14667,11,54,21927.14
14673,3,7,3410.81
14676,31,12,8356.79
14680,25,58,57412.77
14688,8,28,7713.57
14696,4,8,2767.9
14701,11,15,4562.09
14702,1,29,6754.22
14704,11,11,1813.57
14708,3,5,2212.2799999999997
14709,15,25,8886.33
14710,14,13,1922.59
14711,10,11,2868.8
14713,9,21,5418.87
14719,2,5,1602.13
14723,10,11,2093.06
14730,1,8,2005.06
14732,8,19,5517.07
14733,16,15,16184.97
14735,4,56,12240.16
14737,4,4,3554.17
14739,4,25,12287.5
14744,16,14,3885.08
14748,29,10,3152.32
14755,10,25,9972.550000000001
14766,8,11,6556.13
14769,3,17,15771.88
14776,51,15,3708.3
14790,17,10,2526.62
14794,3,10,1953.9
14796,1,27,10889.64
14800,48,17,7774.32
14810,41,13,2537.02
14824,10,10,4022.9100000000003
14825,4,24,4925.08
14828,197,13,9839.460000000001
14841,53,14,7163.0
14844,64,10,6702.43
14849,22,43,15763.45
14852,58,18,6147.18
14854,78,11,4322.86
14866,11,19,20850.22
14867,186,16,2952.06
14868,3,12,4184.01
14869,9,6,2804.24
14871,3,9,1258.97
14878,13,25,4105.24
14882,27,14,3628.15
14895,8,38,25119.54
14897,8,8,3140.54
14898,23,14,3507.81
14901,11,12,2289.65
14907,3,16,6165.79
14911,1,398,295972.63
14913,36,8,4073.13
14918,116,9,5955.81
14936,34,12,12410.81
14944,30,19,9784.67
14952,60,32,17629.35
14961,11,22,16410.15
14963,10,12,3164.48
14970,68,12,4919.35
14978,72,10,3142.14
15002,116,9,4817.28
15005,16,56,14106.2
15021,9,12,2783.83
15023,3,20,12170.68
15024,10,16,4075.51
15027,31,10,3195.6
15031,4,14,3156.58
15032,256,8,13780.65
15033,5,10,2586.67
15034,16,14,8313.4
15039,10,93,40031.43
15044,19,35,16204.33
15046,9,25,7812.389999999999
15051,23,9,3935.16
15058,25,16,3410.03
15059,41,19,3523.57
15061,4,127,137818.52
15073,10,8,2788.02
15078,7,53,17761.88
15081,22,12,1965.72
15089,10,6,2420.84
15093,18,23,14326.11
15105,18,9,3094.91
15114,30,12,3400.12
15117,15,8,2485.9700000000003
15122,114,11,4497.47
15123,7,5,4656.17
15125,25,24,17024.87
15129,50,23,6860.18
15134,15,10,1596.29
15144,8,29,12160.31
15150,17,13,9001.08
15152,10,14,5263.83
15157,4,5,2654.11
15159,2,34,22116.73
15179,18,13,7491.92
15187,2,16,4777.18
15189,1,46,17524.38
15194,3,28,12427.69
15199,59,10,3122.4
15203,26,15,4400.18
15208,1,6,970.52
15214,2,8,1661.44
15218,11,22,11516.57
15227,37,9,2488.4900000000002
15235,218,16,2937.81
15240,45,12,4459.98
15241,67,11,3050.16
15249,32,18,9266.0
15251,9,21,20324.54
15253,16,8,2055.09
15255,67,9,3729.42
15260,100,25,9188.23
15270,16,21,8524.86
15271,7,24,4709.54
15281,59,16,8543.57
15288,43,10,3883.13
15290,5,26,10496.28
15291,26,40,13846.56
15296,51,12,10342.83
15298,2,23,9459.37
15299,67,10,7991.54
15301,51,17,7603.4400000000005
15306,64,9,3484.73
15311,1,208,116771.16
15312,75,12,2930.19
15321,71,12,6709.7300000000005
15329,39,11,2984.33
15351,12,10,3738.29
15356,31,13,3464.95
15358,5,42,17050.41
15365,26,13,4557.13
15367,57,11,5081.33
15370,41,8,3739.01
15373,8,17,3421.39
15380,9,11,3479.0600000000004
15382,15,12,13733.550000000001
15392,5,7,2911.62
15394,10,11,5286.8
15410,84,10,4685.72
15421,59,10,3805.34
15426,19,9,2615.39
15434,8,11,2567.06
15443,2,14,5175.93
15453,2,7,1388.37
15465,20,32,12655.65
15473,14,8,2046.0
15482,16,19,14592.56
15484,1,6,4656.0
15485,30,7,5771.51
15489,23,8,2419.61
15493,33,9,4314.9800000000005
15497,18,9,8657.39
15498,3,44,26039.58
15502,16,14,13993.47
15513,33,35,27750.55
15514,12,18,6598.55
15518,64,15,4218.94
15521,40,16,7106.69
15523,84,16,17359.99
15527,19,23,5575.64
15529,23,12,5111.95
15532,25,10,3771.9
15544,9,20,8162.43
15547,7,26,10154.39
15550,4,12,2218.8
15555,12,36,12112.35
15561,12,8,1934.3899999999999
15563,22,7,2867.0
15569,104,10,3586.35
15570,7,25,9311.04
15571,12,14,4051.63
15572,5,10,4068.67
15581,121,38,7794.59
15601,11,30,14960.12
15602,8,16,3230.51
15606,61,17,5230.99
15611,10,26,2997.28
15615,10,47,21373.97
15622,43,17,7852.61
15628,5,17,5652.26
15632,16,8,3285.31
15640,4,29,23957.58
15641,105,12,5345.55
15660,25,15,2812.99
15671,19,7,2657.13
15673,88,9,6414.79
15674,73,13,6948.2300000000005
15680,9,10,4507.58
15681,25,14,2989.7
15687,9,9,2993.1
15694,1,24,10810.81
15696,33,13,3906.57
15708,41,9,4378.72
15712,9,12,3472.4100000000003
15719,33,31,10223.06
15722,36,11,5258.1
15727,17,15,9445.51
15738,19,41,13372.970000000001
15747,13,9,2562.61
15750,3,18,6797.191
15752,40,9,4207.54
15754,51,9,3037.61
15755,10,17,5993.12
15768,116,34,15601.09
15769,7,46,88704.32
15785,33,16,5969.93
15786,46,5,8514.82
15793,15,8,2399.57
15796,1,17,5175.83
15804,1,13,4206.39
15805,23,30,10189.23
15808,306,21,18409.93
15811,22,7,3890.52
15812,107,12,5201.47
15819,49,10,3934.79
15822,3,6,1840.06
15827,73,28,3794.07
15838,11,34,74163.0
15845,18,11,4426.28
15854,4,21,5583.81
15856,4,52,34220.340000000004
15858,16,13,3960.37
15860,41,17,2505.21
15861,12,12,4401.79
15862,8,13,2928.29
15867,5,31,9063.95
15874,64,21,11284.76
15885,93,15,1951.82
15898,1,25,5596.31
15903,10,12,8939.84
15906,20,10,2555.64
15910,1,15,2681.8
15916,16,13,3427.17
15932,4,8,2495.87
15939,90,16,9060.39
15950,32,10,7180.71
15953,15,18,3669.5499999999997
15955,24,22,8658.36
15965,17,13,3013.09
15967,23,12,3041.6
15971,18,18,5902.83
15980,89,7,6593.68
15981,25,21,9362.77
15983,22,8,3958.8199999999997
15984,3,30,8759.32
15987,12,8,1682.13
15993,9,7,2797.57
15998,37,16,8308.34
16000,3,3,12393.7
16003,30,10,5613.83
16005,12,10,2436.22
16008,24,15,5384.13
16011,8,29,5880.46
16013,4,84,57446.44
16016,3,11,2533.94
16019,47,27,17465.85
16027,92,15,2048.36
16029,39,107,122209.14
16033,6,27,10836.13
16042,22,8,2265.12
16057,16,10,3854.85
16059,66,12,3217.77
16062,10,8,2863.45
16076,3,10,2234.73
16081,56,8,4460.18
16085,23,12,2343.53
16086,59,10,2864.9900000000002
16094,12,11,3695.56
16098,88,14,4448.1
16103,7,22,6191.71
16107,18,7,3204.1600000000003
16115,10,12,2575.14
16119,8,8,1720.81
16125,367,14,4587.65
16126,29,15,14646.800000000001
16128,18,11,3801.05
16131,52,12,9957.42
16133,4,56,22992.260000000002
16143,3,12,4910.83
16145,9,19,6805.4400000000005
16150,43,10,4395.59
16153,50,11,5133.49
16156,9,20,6218.18
16161,2,43,12831.8
16168,11,66,10636.47
16170,51,20,6869.0
16180,100,13,16249.87
16182,72,9,9971.65
16186,23,26,9026.11
16187,32,15,6911.4400000000005
16191,3,24,15688.02
16200,4,12,5643.45
16201,3,5,2112.12
16206,55,13,2602.32
16208,45,10,3440.45
16209,89,9,4146.78
16210,2,35,38489.51
16218,30,13,4439.97
16225,45,15,2867.4100000000003
16241,10,16,4329.31
16242,8,14,7474.4
16253,67,7,7310.15
16255,17,15,4906.8
16258,45,15,11942.52
16265,9,12,6935.17
16266,74,14,1757.95
16271,3,10,3463.02
16279,21,9,5705.08
16283,6,8,4403.82
16293,22,15,4657.95
16303,26,7,7928.27
16308,38,7,5120.0
16316,64,13,5744.91
16325,47,12,3597.5
16326,6,24,4826.99
16327,14,16,10731.34
16332,28,11,2010.41
16333,8,22,26626.8
16341,25,7,3850.79
16347,11,11,3509.41
16350,21,9,2253.89
16353,4,38,9999.460000000001
16358,1,5,2919.65
16359,7,16,2697.75
16360,5,6,3512.53
16365,18,15,3307.2
16369,18,7,2664.81
16393,2,23,5561.66
16395,61,14,3537.85
16401,1,23,6849.15
16407,13,14,2821.65
16409,36,12,5709.04
16416,27,9,2972.88
16422,17,109,63651.47
16426,2,10,1908.25
16434,29,12,2741.74
16440,8,6,3856.9700000000003
16444,46,17,3656.58
16446,1,2,168472.5
16455,64,11,4384.37
16456,99,13,6862.91
16458,3,30,5715.34
16466,34,15,3838.59
16470,52,11,2458.6
16474,7,7,1871.5
16477,64,11,4320.02
16496,9,6,2330.77
16497,50,23,6695.28
16500,5,9,843.9100000000001
16503,107,11,3614.34
16515,52,10,3216.3
16523,2,28,11916.33
16525,2,48,24582.64
16531,22,11,2298.33
16532,18,5,8756.64
16539,3,10,3732.01
16549,10,34,13182.19
16550,109,18,9435.13
16553,163,33,16644.01
16556,67,17,8012.58
16558,1,38,13873.51
16560,27,8,3048.38
16570,15,20,7434.31
16571,27,10,4248.74
16592,4,28,7807.91
16600,4,13,2153.41
16607,18,25,5706.87
16609,15,7,5493.46
16612,33,9,3245.43
16620,4,6,1758.93
16626,1,17,4413.1
16638,23,15,2430.53
16652,59,16,17550.39
16655,18,13,6548.37
16656,22,30,16833.170000000002
16668,15,13,862.42
16670,17,20,8030.150000000001
16672,2,20,8134.9400000000005
16678,3,12,3109.99
16684,4,55,147142.77
16686,47,16,5070.92
16700,9,25,9167.710000000001
16701,9,26,9916.73
16705,1,42,43515.051
16709,85,14,9087.460000000001
16710,19,22,6349.09
16711,3,9,2868.48
16712,9,13,4266.99
16713,19,32,14560.69
16717,24,14,6986.2300000000005
16719,15,14,3973.3
16722,17,22,8989.08
16729,38,21,7239.92
16735,79,14,6270.56
16742,47,14,2852.6099999999997
16743,29,14,4253.26
16745,87,17,7194.3
16746,5,42,18066.4
16748,18,14,3637.33
16754,372,29,67502.47
16764,4,13,2799.25
16767,31,15,8073.8
16771,33,10,3967.6
16775,10,16,3056.89
16779,2,53,33268.24
16782,10,38,10438.41
16790,4,6,1545.6200000000001
16791,29,15,4038.69
16794,1,15,2090.91
16813,8,10,1692.98
16814,14,36,12499.710000000001
16817,3,13,2804.9
16818,11,11,3349.57
16833,1,6,2409.04
16837,31,11,3170.98
16839,9,44,22310.49
16841,37,12,4006.06
16843,43,35,19571.43
16873,5,12,14617.39
16875,67,11,4234.53
16883,187,19,2396.59
16891,2,11,2056.82
16892,1,7,762.1
16899,8,8,1721.02
16904,4,21,5132.37
16905,5,17,5034.15
16910,4,8,1510.06
16912,29,15,4480.31
16915,9,11,1543.18
16918,50,16,3213.29
16919,156,24,5125.91
16923,12,32,13378.36
16928,80,29,4113.23
16929,4,7,1295.39
16931,5,23,5233.62
16933,1,9,3181.25
16938,9,9,7043.18
16940,52,8,6427.66
16942,13,9,1920.59
16945,22,33,8548.16
16950,57,10,3784.37
16954,1,20,6081.88
16966,8,7,2154.97
16979,4,9,2859.74
16983,13,11,3710.22
16984,88,9,10754.8
16985,17,23,10923.16
16986,30,11,4888.75
16987,3,11,2535.9
16992,11,13,5476.5
16996,30,9,2123.61
17001,1,19,6640.8
17006,5,8,1636.32
17017,3,29,14110.61
17019,11,11,4012.2
17031,12,6,2773.85
17044,25,12,11962.3
17049,3,19,9947.48
17050,96,11,4691.79
17059,30,9,5602.53
17061,74,11,5232.2300000000005
17063,21,13,3638.53
17068,12,47,9161.08
17069,28,14,5794.28
17071,28,13,3801.2000000000003
17075,18,10,2241.73
17082,33,6,4732.03
17085,123,28,7891.41
17086,7,6,2050.08
17090,4,13,3149.48
17091,3,19,7811.1
17092,50,11,5594.96
17096,15,11,3759.18
17097,2,9,1340.45
17101,10,7,2507.05
17107,33,10,16075.42
17115,8,7,2761.4900000000002
17131,5,5,2463.17
17133,16,12,14622.33
17135,16,10,1954.16
17139,16,25,19584.46
17146,106,13,5860.24
17147,23,9,3199.95
17157,8,19,5151.9
17160,31,17,10209.16
17162,29,10,1715.46
17173,5,8,3766.6
17180,56,11,2256.98
17183,8,6,3347.31
17188,11,13,4592.93
17191,28,15,4836.05
17193,36,9,2310.04
17203,36,10,5575.88
17211,27,13,4046.65
17213,40,13,5182.3
17218,4,18,4192.68
17220,24,21,4481.75
17227,19,12,2022.03
17228,16,13,3177.24
17230,264,18,9924.95
17231,12,25,7197.04
17236,13,12,1929.26
17238,3,32,7783.1
17243,1,69,20889.86
17262,52,11,2757.62
17287,26,21,4111.96
17288,9,11,2499.98
17290,4,8,1501.44
17293,8,17,3774.23
17306,11,21,9782.35
17314,25,17,4904.43
17315,2,43,9650.6
17323,15,12,1565.59
17324,18,12,2301.87
17338,17,17,12142.57
17340,30,18,22404.82
17345,15,10,1604.68
17346,4,26,5323.0
17348,15,9,2476.41
17350,8,7,1906.041
17351,36,12,1988.23
17364,1,28,12070.42
17365,13,15,8224.98
17368,23,14,2826.14
17372,41,28,4377.56
17377,24,78,18319.41
17381,9,38,40002.37
17386,8,7,2812.77
17388,78,11,2691.57
17389,1,61,57224.68
17396,39,14,8807.1
17402,5,23,5096.18
17404,4,23,47781.12
17406,333,13,4905.05
17409,185,10,7793.51
17412,3,16,4417.52
17416,30,22,17298.45
17419,11,18,6500.52
17422,16,11,3594.76
17426,8,13,8077.77
17428,1,45,31819.760000000002
17432,18,9,1751.39
17434,2,7,2373.82
17442,37,15,4620.3
17448,497,46,14556.97
17449,2,13,4951.15
17450,8,51,246973.09
17451,1,7,1721.4
17457,127,14,5984.8099999999995
17460,94,16,2228.27
17463,16,7,2557.91
17469,16,17,5051.25
17470,45,11,2804.87
17490,1,9,2750.5
17491,1,17,5981.07
17504,206,18,9565.12
17509,58,8,6115.14
17511,3,60,175603.55
17512,29,18,5467.820000000001
17519,17,15,5109.47
17526,5,12,4166.04
17528,1,8,3628.5
17530,1,12,3141.51
17552,60,12,3085.29
17554,1,5,1952.45
17567,7,9,5356.03
17576,8,41,9056.81
17581,1,43,18757.75
17584,7,6,5309.42
17589,60,18,14049.87
17593,4,11,8095.8
17596,23,13,4920.67
17602,2,14,7451.13
17609,41,11,1894.34
17611,7,28,8371.98
17612,53,18,5394.86
17613,23,14,4559.150000000001
17618,6,11,4073.2400000000002
17625,18,8,6067.8
17629,6,10,2455.52
17631,2,7,998.49
17634,36,9,2361.9700000000003
17644,1,20,6028.6
17646,219,12,4149.79
17651,12,16,5703.52
17652,25,12,4867.72
17655,11,9,3652.48
17659,17,14,3834.79
17663,26,17,5175.83
17666,4,5,2047.8
17667,66,9,3950.7
17669,43,10,6142.35
17672,50,7,5778.63
17673,2,13,4233.58
17675,1,70,38259.6
17676,4,10,2765.84
17677,2,54,36692.91
17682,10,11,4456.78
17685,17,12,5943.17
17686,7,9,8296.81
17690,30,20,7448.1
17692,127,12,2975.8
17696,38,27,7679.59
17700,17,14,6679.97
17705,3,11,2083.9
17706,4,31,20749.98
17716,23,24,15956.97
17719,38,15,5396.04
17720,26,10,2768.91
17725,16,11,3439.08
17728,4,5,4238.76
17730,3,20,7773.8
17735,2,26,17244.93
17738,19,13,4183.56
17739,12,18,7730.59
17744,4,7,2649.14
17750,5,9,1797.57
17754,1,13,4577.53
17757,1,56,9422.45
17758,19,12,5012.53
17768,8,7,3509.51
17769,13,17,7103.08
17790,27,20,2783.61
17799,22,20,6341.89
17802,82,10,5053.12
17809,16,20,11337.39
17811,4,47,9609.8
17819,72,12,6612.5199999999995
17827,5,6,2388.05
17838,27,13,6722.900000000001
17841,2,211,70884.07
17848,81,30,3650.9
17850,372,155,56600.08
17857,4,24,28682.24
17858,6,30,12797.65
17861,3,18,5127.69
