customer_id,recency,frequency,monetary,tenure,avg_order_value,n_items,n_products,purchase_rate,avg_gap
12438.0,14,2,2906.85,140,1453.425,1180,84,0.42857142857142855,70.0
12439.0,683,2,1158.18,726,579.09,484,69,0.08264462809917356,363.0
12440.0,462,2,859.2,718,429.6,331,21,0.08356545961002786,359.0
12441.0,367,1,347.1,367,347.1,242,11,0.08174386920980926,367.0
12442.0,3,1,172.06,3,172.06,182,12,10.0,3.0
12443.0,732,1,485.31,732,485.31,182,21,0.040983606557377046,732.0
12444.0,21,5,5005.46,171,1001.092,1153,138,0.8771929824561403,34.2
12445.0,22,2,434.98,421,217.49,206,24,0.14251781472684086,210.5
12446.0,58,1,1002.3100000000001,58,1002.3100000000001,351,57,0.5172413793103449,58.0
12447.0,243,1,476.49,243,476.49,190,26,0.1234567901234568,243.0
12448.0,44,1,449.45,44,449.45,243,22,0.6818181818181819,44.0
12449.0,22,6,4835.89,439,805.9816666666667,2282,125,0.4100227790432802,73.16666666666667
12450.0,156,5,688.2,474,137.64000000000001,442,31,0.3164556962025316,94.8
12451.0,11,8,12669.88,529,1583.735,9359,352,0.45368620037807184,66.125
12452.0,17,2,430.57,17,215.285,185,21,3.5294117647058822,8.5
12453.0,134,1,707.09,134,707.09,473,43,0.22388059701492538,134.0
12454.0,56,5,16679.78,421,3335.9559999999997,7703,24,0.3562945368171021,84.2
12455.0,73,10,5879.95,722,587.995,3302,199,0.4155124653739612,72.2
12456.0,44,3,3181.04,255,1060.3466666666666,1633,105,0.3529411764705882,85.0
12457.0,66,8,2995.91,435,374.48875,1094,63,0.5517241379310345,54.375
12458.0,71,4,1777.49,488,444.3725,986,71,0.24590163934426232,122.0
12459.0,605,1,454.36,605,454.36,258,23,0.049586776859504134,605.0
12460.0,456,1,326.65,456,326.65,170,18,0.06578947368421052,456.0
12461.0,94,2,826.88,155,413.44,287,35,0.3870967741935484,77.5
12462.0,19,2,1189.59,303,594.795,536,51,0.19801980198019803,151.5
12463.0,53,4,1344.78,242,336.195,776,65,0.49586776859504134,60.5
12464.0,10,8,1212.05,309,151.50625,112,6,0.7766990291262136,38.625
12465.0,17,2,742.1899999999999,169,371.09499999999997,479,46,0.35502958579881655,84.5
12466.0,682,1,56.73,682,56.73,1,1,0.04398826979472141,682.0
12467.0,423,1,132.8,423,132.8,129,9,0.07092198581560283,423.0
12468.0,188,5,3670.74,683,734.1479999999999,2201,127,0.21961932650073207,136.6
12469.0,523,2,3070.54,537,1535.27,2552,76,0.11173184357541899,268.5
12470.0,690,1,211.95,690,211.95,95,23,0.043478260869565216,690.0
12471.0,2,79,39963.79,733,505.8707594936709,16882,255,3.233287858117326,9.278481012658228
12472.0,32,19,17880.59,726,941.0836842105264,11350,397,0.7851239669421488,38.21052631578947
12473.0,29,5,3938.5499999999997,192,787.7099999999999,2439,140,0.78125,38.4
12474.0,17,31,12424.45,667,400.7887096774194,7954,369,1.394302848575712,21.516129032258064
12475.0,54,2,1149.64,410,574.82,771,54,0.14634146341463414,205.0
12476.0,16,23,14115.41,502,613.7134782608696,5645,358,1.3745019920318726,21.82608695652174
12477.0,23,9,20276.37,623,2252.93,6119,295,0.4333868378812199,69.22222222222223
12478.0,4,1,680.99,4,680.99,236,36,7.5,4.0
12479.0,11,1,527.2,11,527.2,385,31,2.7272727272727275,11.0
12480.0,28,7,5464.85,507,780.6928571428572,2952,177,0.41420118343195267,72.42857142857143
12481.0,23,15,12361.39,607,824.0926666666667,7253,248,0.7413509060955519,40.46666666666667
12482.0,576,29,23691.4,654,816.944827586207,27042,42,1.3302752293577982,22.551724137931036
12483.0,17,19,5120.58,677,269.5042105263158,2172,68,0.8419497784342688,35.63157894736842
12484.0,33,12,6370.15,681,530.8458333333333,3271,329,0.5286343612334802,56.75
12485.0,529,1,708.1,529,708.1,414,34,0.05671077504725898,529.0
12486.0,432,1,1037.28,432,1037.28,523,49,0.06944444444444445,432.0
12487.0,731,1,285.29999999999995,731,285.29999999999995,174,2,0.04103967168262654,731.0
12488.0,10,3,1298.66,76,432.8866666666667,529,46,1.1842105263157894,25.333333333333332
12489.0,336,1,334.93,336,334.93,105,15,0.08928571428571427,336.0
12490.0,5,21,9823.64,738,467.79238095238094,5906,195,0.8536585365853658,35.142857142857146
12491.0,39,1,460.40000000000003,39,460.40000000000003,260,25,0.7692307692307692,39.0
12492.0,63,3,715.21,403,238.40333333333334,444,38,0.22332506203473945,134.33333333333334
12493.0,166,2,433.74,197,216.87,207,20,0.3045685279187817,98.5
12494.0,16,9,1872.8700000000001,576,208.0966666666667,988,83,0.46875,64.0
12495.0,641,1,357.4,641,357.4,130,17,0.046801872074883,641.0
12496.0,620,2,54.09,620,27.045,33,10,0.0967741935483871,310.0
12497.0,82,3,6248.5,645,2082.8333333333335,5685,41,0.13953488372093023,215.0
12498.0,21,3,403.70000000000005,58,134.5666666666667,159,21,1.5517241379310345,19.333333333333332
12499.0,560,1,393.72,560,393.72,302,27,0.05357142857142857,560.0
12500.0,23,19,5955.21,673,313.4321052631579,3377,88,0.8469539375928677,35.421052631578945
12501.0,337,1,2169.39,337,2169.39,1783,149,0.08902077151335312,337.0
12502.0,96,5,3723.87,310,744.774,820,102,0.4838709677419355,62.0
12503.0,584,1,1126.0,584,1126.0,561,2,0.05136986301369863,584.0
12504.0,18,4,779.05,597,194.7625,458,11,0.20100502512562815,149.25
12505.0,409,1,955.2,409,955.2,324,42,0.07334963325183375,409.0
12506.0,233,1,73.5,233,73.5,23,23,0.12875536480686695,233.0
12507.0,134,4,1844.06,585,461.015,1256,46,0.20512820512820512,146.25
12508.0,26,2,398.27,29,199.135,272,57,2.0689655172413794,14.5
12509.0,284,1,176.5,284,176.5,55,7,0.1056338028169014,284.0
12510.0,143,9,5178.02,735,575.3355555555556,2049,94,0.36734693877551017,81.66666666666667
12511.0,429,1,3084.02,429,3084.02,1753,190,0.06993006993006994,429.0
12512.0,66,2,138.03,66,69.015,99,31,0.9090909090909092,33.0
12513.0,113,1,612.29,113,612.29,462,35,0.2654867256637168,113.0
12514.0,267,2,1597.76,642,798.88,840,76,0.09345794392523364,321.0
12515.0,353,1,383.7,353,383.7,131,16,0.08498583569405099,353.0
12516.0,78,4,2648.62,599,662.155,1952,49,0.2003338898163606,149.75
12517.0,28,5,2502.84,190,500.56800000000004,1371,232,0.7894736842105263,38.0
12518.0,1,5,2056.89,110,411.378,1318,84,1.3636363636363638,22.0
12519.0,64,2,726.54,477,363.27,395,34,0.12578616352201258,238.5
12520.0,79,5,2634.26,274,526.8520000000001,1439,121,0.5474452554744526,54.8
12521.0,143,1,599.68,143,599.68,309,38,0.2097902097902098,143.0
12522.0,39,2,192.72,51,96.36,194,11,1.1764705882352942,25.5
12523.0,19,23,4372.15,732,190.09347826086955,2275,176,0.9426229508196722,31.82608695652174
12524.0,9,17,11126.11,669,654.4770588235294,7178,157,0.7623318385650224,39.35294117647059
12525.0,498,3,973.73,647,324.57666666666665,509,56,0.1391035548686244,215.66666666666666
12526.0,1,3,1316.66,94,438.8866666666667,632,64,0.9574468085106382,31.333333333333332
12527.0,82,5,735.51,529,147.102,526,26,0.2835538752362949,105.8
12528.0,9,6,1933.48,313,322.24666666666667,756,50,0.5750798722044728,52.166666666666664
12529.0,528,1,316.48,528,316.48,192,21,0.05681818181818182,528.0
12530.0,60,9,3759.26,642,417.6955555555556,2713,94,0.4205607476635514,71.33333333333333
12531.0,15,2,1933.2,686,966.6,1119,126,0.08746355685131195,343.0
12532.0,30,1,349.83000000000004,30,349.83000000000004,153,16,1.0,30.0
12533.0,628,2,1367.89,739,683.945,704,63,0.08119079837618404,369.5
12534.0,131,1,1089.18,131,1089.18,651,63,0.22900763358778625,131.0
12535.0,92,2,716.35,187,358.175,219,28,0.32085561497326204,93.5
12536.0,43,3,12601.830000000002,59,4200.610000000001,2803,260,1.5254237288135595,19.666666666666668
12537.0,409,1,732.94,409,732.94,449,43,0.07334963325183375,409.0
12538.0,29,2,640.45,378,320.225,336,33,0.15873015873015872,189.0
12539.0,22,7,11214.75,716,1602.107142857143,4535,276,0.29329608938547486,102.28571428571429
12540.0,20,33,22254.49,732,674.3784848484848,11019,354,1.3524590163934427,22.181818181818183
12541.0,30,3,981.18,281,327.06,680,46,0.3202846975088968,93.66666666666667
12542.0,484,2,481.88,640,240.94,522,39,0.09375,320.0
12543.0,448,1,980.25,448,980.25,688,43,0.06696428571428571,448.0
12544.0,36,1,372.7,36,372.7,136,19,0.8333333333333333,36.0
12545.0,75,2,1000.39,260,500.195,523,42,0.23076923076923078,130.0
12546.0,47,2,1161.5,78,580.75,633,59,0.7692307692307692,39.0
12547.0,198,3,383.58,500,127.86,309,13,0.18,166.66666666666666
12548.0,166,1,95.19999999999999,166,95.19999999999999,49,5,0.18072289156626506,166.0
12549.0,576,6,1575.68,698,262.61333333333334,1366,38,0.25787965616045844,116.33333333333333
12550.0,79,1,964.83,79,964.83,569,57,0.37974683544303794,79.0
12551.0,358,1,168.0,358,168.0,100,10,0.08379888268156425,358.0
12552.0,39,2,437.82,40,218.91,88,20,1.5,20.0
12553.0,8,12,4608.75,423,384.0625,2325,109,0.851063829787234,35.25
12554.0,449,1,468.5,449,468.5,240,26,0.06681514476614699,449.0
12555.0,682,1,129.23,682,129.23,1,1,0.04398826979472141,682.0
12556.0,50,2,603.71,151,301.855,358,100,0.3973509933774834,75.5
12557.0,16,8,18716.14,723,2339.5175,6782,15,0.3319502074688797,90.375
12558.0,8,1,269.96,8,269.96,196,11,3.75,8.0
12559.0,311,2,561.71,320,280.855,283,21,0.1875,160.0
12560.0,5,3,2134.01,143,711.3366666666667,1110,91,0.6293706293706294,47.666666666666664
12561.0,303,1,238.85,303,238.85,177,16,0.09900990099009901,303.0
12562.0,8,9,4966.92,435,551.88,2327,113,0.6206896551724138,48.333333333333336
12563.0,409,1,249.24,409,249.24,113,13,0.07334963325183375,409.0
12564.0,261,1,456.9,261,456.9,133,21,0.11494252873563218,261.0
12565.0,289,1,145.92,289,145.92,80,9,0.10380622837370243,289.0
12566.0,86,1,351.65,86,351.65,265,19,0.3488372093023256,86.0
12567.0,23,15,13709.86,667,913.9906666666667,6086,365,0.6746626686656673,44.46666666666667
12568.0,645,1,70.0,645,70.0,48,5,0.046511627906976744,645.0
12569.0,2,32,4124.69,252,128.8965625,1801,92,3.8095238095238093,7.875
12570.0,682,1,77.52,682,77.52,1,1,0.04398826979472141,682.0
12571.0,40,2,519.61,122,259.805,523,31,0.49180327868852464,61.0
12572.0,9,2,1020.42,52,510.21,452,53,1.153846153846154,26.0
12573.0,227,5,717.41,465,143.482,479,107,0.32258064516129037,93.0
12574.0,316,1,218.45,316,218.45,61,11,0.09493670886075949,316.0
12575.0,457,2,622.8199999999999,527,311.40999999999997,315,34,0.11385199240986718,263.5
12576.0,36,8,2142.72,526,267.84,1494,114,0.45627376425855515,65.75
12577.0,35,8,1653.75,736,206.71875,1197,259,0.32608695652173914,92.0
12578.0,21,4,4642.45,444,1160.6125,2380,149,0.2702702702702703,111.0
12579.0,78,1,440.42,78,440.42,285,29,0.3846153846153846,78.0
12580.0,247,2,1052.9,577,526.45,569,52,0.10398613518197573,288.5
12581.0,40,1,197.71,40,197.71,161,15,0.75,40.0
12582.0,239,4,1980.4,578,495.1,985,88,0.20761245674740486,144.5
12583.0,3,27,14447.44,734,535.0903703703704,8984,141,1.103542234332425,27.185185185185187
12584.0,4,9,2338.15,280,259.7944444444445,416,44,0.9642857142857142,31.11111111111111
12585.0,234,2,2040.1,351,1020.05,1279,77,0.17094017094017094,175.5
12586.0,17,4,2062.67,723,515.6675,687,82,0.16597510373443985,180.75
12587.0,8,1,144.0,8,144.0,51,4,3.75,8.0
12588.0,39,4,958.78,598,239.695,438,31,0.20066889632107024,149.5
12589.0,29,8,4695.66,690,586.9575,1764,121,0.34782608695652173,86.25
12590.0,211,2,9864.26,211,4932.13,4283,68,0.28436018957345977,105.5
12591.0,317,3,1352.15,409,450.7166666666667,677,63,0.2200488997555012,136.33333333333334
12592.0,92,5,2582.66,519,516.5319999999999,1875,42,0.2890173410404624,103.8
12593.0,109,3,418.09999999999997,219,139.36666666666665,206,14,0.410958904109589,73.0
12594.0,38,15,5090.110000000001,646,339.3406666666667,2768,78,0.6965944272445821,43.06666666666667
12595.0,505,1,299.02,505,299.02,271,19,0.0594059405940594,505.0
12596.0,51,2,618.27,242,309.135,474,25,0.24793388429752067,121.0
12597.0,19,4,3811.22,268,952.805,2236,184,0.44776119402985076,67.0
12598.0,10,11,4534.09,649,412.19,2906,130,0.5084745762711864,59.0
12599.0,29,13,2296.72,578,176.67076923076922,2189,47,0.6747404844290658,44.46153846153846
12600.0,29,21,5043.92,732,240.18666666666667,1414,53,0.8606557377049181,34.857142857142854
12601.0,190,6,681.26,405,113.54333333333334,290,24,0.4444444444444445,67.5
12602.0,59,1,153.12,59,153.12,162,12,0.5084745762711864,59.0
12603.0,22,1,739.1999999999999,22,739.1999999999999,63,2,1.3636363636363638,22.0
12604.0,79,2,254.18,262,127.09,201,15,0.22900763358778625,131.0
12605.0,376,4,1232.95,458,308.2375,929,63,0.26200873362445415,114.5
12606.0,682,1,21.0,682,21.0,1,1,0.04398826979472141,682.0
12607.0,60,1,1579.51,60,1579.51,1228,101,0.5,60.0
12608.0,405,1,415.79,405,415.79,323,16,0.07407407407407407,405.0
12609.0,78,9,3435.86,719,381.76222222222225,1553,129,0.3755215577190542,79.88888888888889
12610.0,23,5,2099.54,126,419.908,1049,85,1.1904761904761905,25.2
12611.0,52,1,1193.32,52,1193.32,846,65,0.576923076923077,52.0
12612.0,74,1,704.0400000000001,74,704.0400000000001,262,19,0.40540540540540543,74.0
12613.0,57,10,6835.07,725,683.507,4163,218,0.41379310344827586,72.5
12614.0,278,1,315.6,278,315.6,76,20,0.10791366906474821,278.0
12615.0,2,8,5740.98,631,717.6225,3317,198,0.3803486529318542,78.875
12616.0,95,3,1131.1,389,377.0333333333333,498,32,0.23136246786632392,129.66666666666666
12617.0,29,1,355.53,29,355.53,213,39,1.0344827586206897,29.0
12618.0,22,1,177.31,22,177.31,96,11,1.3636363636363638,22.0
12619.0,16,10,3781.38,560,378.13800000000003,3518,55,0.5357142857142857,56.0
12620.0,15,3,1339.41,205,446.47,1181,89,0.43902439024390244,68.33333333333333
12621.0,2,35,24775.81,669,707.8802857142857,13933,344,1.5695067264573992,19.114285714285714
12622.0,232,1,180.1,232,180.1,69,11,0.12931034482758622,232.0
12623.0,276,7,3747.84,697,535.4057142857143,1971,112,0.3012912482065997,99.57142857142857
12624.0,106,2,641.13,178,320.565,355,36,0.33707865168539325,89.0
12625.0,212,4,5164.88,597,1291.22,3309,144,0.20100502512562815,149.25
12626.0,23,9,6620.48,327,735.6088888888888,3453,232,0.8256880733944955,36.333333333333336
12627.0,11,7,4478.53,140,639.79,2752,162,1.5,20.0
12628.0,4,3,786.46,65,262.15333333333336,448,34,1.3846153846153846,21.666666666666668
12629.0,386,2,1558.22,423,779.11,722,40,0.14184397163120566,211.5
12630.0,10,2,1270.88,44,635.44,548,60,1.3636363636363638,22.0
12631.0,57,6,3481.57,693,580.2616666666667,1607,131,0.2597402597402597,115.5
12632.0,521,2,804.88,565,402.44,694,32,0.10619469026548672,282.5
12633.0,59,7,5678.16,526,811.1657142857142,3238,220,0.3992395437262357,75.14285714285714
12634.0,536,2,490.0,548,245.0,337,20,0.1094890510948905,274.0
12635.0,90,4,2930.41,457,732.6025,1949,159,0.26258205689277897,114.25
12636.0,739,1,141.0,739,141.0,1,1,0.04059539918809202,739.0
12637.0,67,12,8340.31,543,695.0258333333333,4284,295,0.6629834254143646,45.25
12638.0,33,2,921.49,640,460.745,663,47,0.09375,320.0
12639.0,239,3,1312.37,628,437.45666666666665,631,58,0.14331210191082802,209.33333333333334
12640.0,24,3,1174.58,82,391.52666666666664,311,47,1.097560975609756,27.333333333333332
12641.0,115,1,185.9,115,185.9,72,10,0.2608695652173913,115.0
12642.0,25,3,1013.26,108,337.75333333333333,552,39,0.8333333333333333,36.0
12643.0,128,12,8350.42,611,695.8683333333333,4785,14,0.5891980360065466,50.916666666666664
12644.0,130,4,1918.49,694,479.6225,1032,106,0.17291066282420747,173.5
12645.0,34,8,3539.3,669,442.4125,2125,111,0.3587443946188341,83.625
12646.0,5,2,1346.97,49,673.485,897,43,1.2244897959183672,24.5
12647.0,22,36,17924.35,695,497.89861111111105,6878,240,1.553956834532374,19.305555555555557
12648.0,155,4,1112.0,701,278.0,518,38,0.17118402282453637,175.25
12649.0,107,8,2294.65,696,286.83125,1959,94,0.3448275862068966,87.0
12650.0,3,1,314.44,3,314.44,254,20,10.0,3.0
12651.0,335,4,377.75,465,94.4375,265,30,0.25806451612903225,116.25
12652.0,331,2,1017.03,434,508.515,536,51,0.1382488479262673,217.0
12653.0,149,3,4160.83,527,1386.9433333333334,1681,76,0.17077798861480076,175.66666666666666
12654.0,11,5,601.98,295,120.396,264,31,0.5084745762711864,59.0
12655.0,424,1,261.35,424,261.35,80,16,0.07075471698113207,424.0
12656.0,17,8,6407.83,563,800.97875,2860,174,0.4262877442273535,70.375
12657.0,11,4,1643.18,79,410.795,1044,35,1.5189873417721518,19.75
12658.0,19,1,686.05,19,686.05,320,36,1.5789473684210527,19.0
12659.0,30,1,91.68,30,91.68,105,5,1.0,30.0
12660.0,11,1,245.1,11,245.1,127,13,2.7272727272727275,11.0
12661.0,436,1,162.0,436,162.0,216,11,0.06880733944954129,436.0
12662.0,1,20,6988.02,618,349.401,3581,163,0.9708737864077669,30.9
12663.0,625,2,239.4,668,119.7,181,9,0.08982035928143713,334.0
12664.0,8,11,6070.04,727,551.8218181818182,1495,10,0.45392022008253097,66.0909090909091
12665.0,325,3,313.6,669,104.53333333333335,165,13,0.13452914798206278,223.0
12666.0,394,1,1248.42,394,1248.42,370,31,0.07614213197969542,394.0
12667.0,58,1,620.13,58,620.13,395,33,0.5172413793103449,58.0
12668.0,12,10,11444.68,677,1144.468,5076,263,0.44313146233382567,67.7
12669.0,151,3,2744.0299999999997,257,914.6766666666666,1115,98,0.35019455252918286,85.66666666666667
12670.0,10,7,3760.29,667,537.1842857142857,1627,71,0.3148425787106447,95.28571428571429
12671.0,606,1,2622.481,606,2622.481,1460,45,0.04950495049504951,606.0
12672.0,330,2,437.05,596,218.525,138,22,0.10067114093959731,298.0
12673.0,5,3,1230.02,402,410.00666666666666,700,68,0.22388059701492538,134.0
12674.0,39,4,1970.6,208,492.65,1133,52,0.576923076923077,52.0
12675.0,554,2,958.5,578,479.25,337,111,0.10380622837370243,289.0
12676.0,25,11,2843.09,483,258.4627272727273,1867,67,0.6832298136645962,43.90909090909091
12677.0,555,2,395.1,666,197.55,176,13,0.09009009009009009,333.0
12678.0,42,21,34281.18,701,1632.4371428571428,22372,199,0.8987161198288159,33.38095238095238
12679.0,59,4,1113.02,284,278.255,554,43,0.4225352112676056,71.0
12680.0,1,4,880.81,113,220.2025,444,33,1.0619469026548671,28.25
12681.0,15,45,30868.28,726,685.9617777777778,17596,459,1.859504132231405,16.133333333333333
12682.0,4,52,24033.91,739,462.19057692307695,11018,327,2.1109607577807847,14.211538461538462
12683.0,4,21,12696.78,726,604.6085714285715,7683,236,0.8677685950413223,34.57142857142857
12684.0,8,7,2283.63,213,326.23285714285714,1985,61,0.9859154929577465,30.428571428571427
12685.0,28,6,2863.08,94,477.18,1523,117,1.9148936170212765,15.666666666666666
12686.0,372,1,178.28,372,178.28,214,7,0.08064516129032259,372.0
12687.0,481,2,2138.91,481,1069.455,1403,126,0.12474012474012475,240.5
12688.0,114,1,4873.8099999999995,114,4873.8099999999995,3028,171,0.2631578947368421,114.0
12689.0,26,2,1247.61,128,623.805,628,57,0.46875,64.0
12690.0,206,1,389.01,206,389.01,106,16,0.14563106796116504,206.0
12691.0,28,7,1170.4,421,167.20000000000002,445,24,0.498812351543943,60.142857142857146
12692.0,637,1,110.95,637,110.95,36,13,0.04709576138147567,637.0
12693.0,127,7,1703.02,522,243.28857142857143,536,63,0.40229885057471265,74.57142857142857
12694.0,70,3,1843.35,421,614.4499999999999,1355,69,0.2137767220902613,140.33333333333334
12695.0,7,7,1407.1200000000001,665,201.0171428571429,454,46,0.3157894736842105,95.0
12696.0,435,2,851.91,509,425.955,564,43,0.11787819253438113,254.5
12697.0,29,3,957.59,169,319.19666666666666,508,37,0.5325443786982249,56.333333333333336
12698.0,590,1,339.75,590,339.75,111,16,0.05084745762711864,590.0
