customer_id,predicted_value
12606.0,30.1
12607.0,292.0
12608.0,45.98
12609.0,1026.57
12610.0,659.07
12611.0,500.41
12612.0,295.12
12613.0,1669.61
12614.0,51.71
12615.0,1408.03
12616.0,329.87
12617.0,254.91
12618.0,321.7
12619.0,869.28
12620.0,703.92
12621.0,10446.06
12622.0,52.12
12623.0,282.35
12624.0,131.71
12625.0,772.06
12626.0,2188.7
12627.0,2033.92
12628.0,356.84
12629.0,158.15
12630.0,1408.78
12631.0,504.31
12632.0,25.66
12633.0,1233.99
12634.0,36.99
12635.0,1276.96
12636.0,37.23
12637.0,2053.91
12638.0,646.37
12639.0,103.35
12640.0,957.93
12641.0,16.38
12642.0,1149.94
12643.0,1146.79
12644.0,78.0
12645.0,941.48
12646.0,1372.63
12647.0,4712.28
12648.0,203.3
12649.0,460.53
12650.0,37.49
12651.0,14.85
12652.0,153.18
12653.0,1112.33
12654.0,170.67
12655.0,20.12
12656.0,1885.85
12657.0,1284.84
12658.0,488.05
12659.0,168.32
12660.0,204.14
12661.0,28.69
12662.0,2363.0
12663.0,5.24
12664.0,3106.93
12665.0,2.45
12666.0,82.79
12667.0,453.02
12668.0,2011.59
12669.0,1561.84
12670.0,375.1
12671.0,26.76
12672.0,17.05
12673.0,517.9
12674.0,1394.36
12675.0,27.68
12676.0,797.45
12677.0,17.07
12678.0,1615.33
12679.0,173.89
12680.0,540.05
12681.0,11643.32
12682.0,13370.54
12683.0,3255.79
12684.0,902.22
12685.0,1832.04
12686.0,20.58
12687.0,17.88
12688.0,395.63
12689.0,624.78
12690.0,60.51
12691.0,87.4
12692.0,2.31
12693.0,228.43
12694.0,534.7
12695.0,170.32
12696.0,20.11
12697.0,256.47
12698.0,9.6
12699.0,108.77
12700.0,375.13
12701.0,667.27
12702.0,50.55
12703.0,185.89
12704.0,840.74
12705.0,4249.39
12707.0,125.03
12708.0,2394.25
12709.0,8134.71
12710.0,437.68
12711.0,66.86
12712.0,2204.25
12713.0,377.69
12714.0,3863.06
12715.0,172.19
12716.0,1198.34
12717.0,71.19
12718.0,300.16
12719.0,357.89
12720.0,2441.66
12721.0,1142.06
12722.0,306.76
12723.0,141.46
12724.0,564.04
12725.0,356.0
12726.0,1669.33
12727.0,1742.7
12728.0,221.84
12729.0,186.41
12730.0,22.75
12731.0,12112.35
12732.0,114.04
12733.0,200.82
12734.0,9.75
12735.0,136.28
12736.0,57.71
12737.0,14.64
12738.0,65.85
12739.0,825.96
12740.0,248.53
12741.0,18.66
12742.0,77.79
12743.0,383.95
12744.0,2239.65
12745.0,85.74
12746.0,16.14
12747.0,1459.92
12748.0,32156.62
12749.0,1653.81
12750.0,209.51
12751.0,0.89
12752.0,120.22
12753.0,11269.03
12754.0,900.35
12755.0,757.82
12756.0,72.56
12757.0,3128.25
12758.0,1151.48
12759.0,1899.83
12760.0,6.96
12761.0,221.6
12762.0,2194.43
12763.0,396.39
12764.0,7.13
12765.0,119.97
12766.0,4157.25
12767.0,164.85
12768.0,5.78
12769.0,16.66
12770.0,491.84
12771.0,41.12
12772.0,197.14
12773.0,22.26
12774.0,7.98
12775.0,499.46
12776.0,2.43
12777.0,37.74
12778.0,419.66
12779.0,1738.93
12780.0,62.85
12781.0,504.76
12782.0,772.74
12783.0,973.57
12784.0,193.93
12785.0,234.93
12786.0,211.76
12787.0,202.38
12788.0,5.66
12789.0,40.84
12790.0,92.23
12791.0,65.99
12792.0,155.96
12793.0,47.72
12794.0,495.16
12795.0,341.49
12796.0,82.26
12797.0,86.0
12798.0,1513.83
12799.0,30.51
12800.0,14.97
12801.0,5.09
12802.0,503.86
12803.0,42.85
12804.0,5.33
12805.0,228.4
12806.0,20.65
12807.0,65.46
12808.0,313.91
12809.0,50.1
12810.0,60.48
12811.0,154.97
12812.0,460.38
12813.0,6.04
12814.0,130.17
12815.0,706.21
12816.0,229.73
12817.0,93.78
12818.0,1716.48
12819.0,16.9
12820.0,958.44
12821.0,34.3
12822.0,570.59
12823.0,1885.89
12824.0,120.08
12825.0,17.5
12826.0,993.53
12827.0,252.49
12828.0,308.13
12829.0,74.78
12830.0,3946.57
12831.0,165.15
12832.0,271.44
12833.0,94.41
12834.0,120.5
12835.0,1.37
12836.0,1030.69
12837.0,17.89
12838.0,551.84
12839.0,3578.71
12840.0,750.48
12841.0,3757.18
12842.0,193.02
12843.0,1242.24
12844.0,81.13
12845.0,30.21
12846.0,30.1
12847.0,756.09
12848.0,19.28
12849.0,1064.15
12850.0,8.24
12851.0,84.48
12852.0,44.97
12853.0,1058.65
12854.0,548.63
12855.0,50.65
12856.0,2423.15
12857.0,555.36
12858.0,4.4
12859.0,19.37
12860.0,2.79
12861.0,1.01
12862.0,44.29
12863.0,876.92
12864.0,160.51
12865.0,1095.06
12866.0,22.85
12867.0,2470.71
12868.0,485.09
12869.0,119.24
12870.0,36.24
12871.0,298.45
12872.0,6.6
12873.0,513.7
12874.0,226.47
12875.0,104.04
12876.0,1433.76
12877.0,522.96
12878.0,106.67
12879.0,506.76
12880.0,126.43
12881.0,7.09
12882.0,990.03
12883.0,425.1
12884.0,121.77
12885.0,643.88
12886.0,589.01
12887.0,32.06
12888.0,12.45
12889.0,2.18
12890.0,235.55
12891.0,76.84
12892.0,59.22
12893.0,237.03
12894.0,6.42
12895.0,351.37
12897.0,22.83
12898.0,1.55
12899.0,4.84
12900.0,13.72
12901.0,4211.98
12902.0,40.66
12903.0,102.45
12904.0,196.98
12905.0,26.22
12906.0,1291.94
12907.0,120.04
12908.0,171.41
12909.0,820.6
12910.0,1624.52
12911.0,99.81
12912.0,1044.8
12913.0,1158.64
12914.0,14.4
12915.0,106.89
12916.0,1888.35
12917.0,1409.15
12918.0,24.53
12919.0,803.03
12920.0,194.22
12921.0,20237.9
12922.0,23.16
12923.0,94.65
12924.0,489.13
12925.0,532.01
12926.0,13.69
12927.0,12.41
12928.0,2011.29
12929.0,20.15
12930.0,43.5
12931.0,36413.62
12932.0,24.5
12933.0,170.67
12934.0,18.62
12935.0,2072.42
12936.0,1120.94
12937.0,992.48
12938.0,549.04
12939.0,1977.4
12940.0,377.6
12941.0,23.85
12942.0,178.46
12943.0,21.21
12944.0,244.65
12945.0,42.78
12946.0,27.22
12947.0,423.42
12948.0,742.59
12949.0,7226.15
12950.0,1660.22
12951.0,1119.47
12952.0,1845.06
12953.0,67.47
12954.0,32.89
12955.0,2144.86
12956.0,38.01
12957.0,2096.91
12958.0,73.9
12959.0,18.57
12960.0,10.58
12961.0,23.51
12962.0,227.09
12963.0,1038.75
12964.0,7.36
12965.0,164.21
12966.0,55.3
12967.0,7.34
12968.0,11.73
12969.0,14.17
12970.0,229.81
12971.0,4072.54
12972.0,17.82
12973.0,22.03
12974.0,24.85
12975.0,15.27
12976.0,1066.04
12977.0,33.06
12978.0,19.86
12979.0,62.31
12980.0,932.85
12981.0,337.25
12982.0,471.48
12983.0,73.45
12984.0,15.48
12985.0,1528.79
12986.0,4.41
12987.0,168.58
12988.0,45.86
12989.0,3351.66
12990.0,174.46
12991.0,157.57
12992.0,1.12
12993.0,178.13
12994.0,131.55
12995.0,102.31
12996.0,75.82
12997.0,521.44
12998.0,3.57
12999.0,140.88
13000.0,321.45
13001.0,9191.28
13002.0,21.9
13003.0,35.54
13004.0,2966.32
13005.0,269.42
13006.0,66.13
13007.0,13.86
13008.0,49.36
13009.0,69.1
13010.0,76.51
13011.0,55.99
13012.0,968.59
13013.0,2192.0
13014.0,2296.14
13015.0,1399.12
13016.0,157.08
13017.0,55.62
13018.0,3453.75
13019.0,178.63
13020.0,26.22
13021.0,1508.59
13022.0,10.28
13023.0,135.08
13024.0,112.23
13025.0,26.73
13026.0,197.37
13027.0,850.93
13028.0,455.78
13029.0,528.27
13030.0,122.07
13031.0,32.38
13032.0,594.03
13033.0,6.54
13034.0,159.86
13035.0,214.4
13036.0,14.03
13037.0,501.46
13038.0,282.26
13039.0,36.51
13040.0,162.29
13041.0,34.44
13042.0,21.29
13043.0,105.92
13044.0,70.85
13045.0,87.69
13046.0,289.85
13047.0,2281.21
13048.0,1417.68
13049.0,676.89
13050.0,2753.85
13051.0,0.9
13052.0,515.27
13053.0,6.63
13055.0,801.81
13056.0,18.89
13057.0,62.31
13058.0,180.18
13059.0,169.19
13060.0,198.95
13061.0,408.19
13062.0,71.16
13063.0,8.31
13064.0,236.64
13065.0,356.43
13066.0,1076.13
13067.0,34.49
13068.0,10.15
13069.0,2758.8
13070.0,102.92
13071.0,2.94
13072.0,54.29
13073.0,19.74
13074.0,16.83
13075.0,98.19
13076.0,18.4
13077.0,663.93
13078.0,13048.75
13079.0,9.01
13080.0,36.68
13081.0,27344.96
13082.0,839.67
13083.0,108.39
13084.0,46.43
13085.0,546.54
13086.0,48.96
13087.0,18.29
13088.0,9.91
13089.0,29231.84
13090.0,1628.04
13091.0,1044.97
13092.0,293.73
13093.0,915.51
13094.0,823.4
13095.0,89.66
13096.0,84.89
13097.0,2821.35
13098.0,7238.37
13099.0,219.86
13101.0,54.51
13102.0,3218.65
13103.0,837.76
13104.0,291.07
13105.0,55.08
13106.0,148.72
13107.0,2184.21
13108.0,182.38
13109.0,246.04
13110.0,458.22
13111.0,56.08
13112.0,131.58
13113.0,2249.96
13114.0,51.09
13115.0,1438.63
13116.0,279.05
13117.0,616.24
13118.0,842.42
13119.0,29.12
13120.0,4.71
13121.0,156.69
13122.0,119.28
13123.0,24.25
13124.0,2780.89
13125.0,6.27
13126.0,1160.51
13127.0,186.52
13128.0,96.87
13129.0,8.87
13130.0,54.09
13131.0,807.11
13132.0,18.98
13133.0,17.75
13134.0,476.14
13135.0,484.14
13136.0,973.78
13137.0,1769.82
13138.0,337.42
13139.0,3031.57
13140.0,478.41
13141.0,1950.52
13142.0,146.14
13143.0,41.0
13144.0,6.74
13145.0,113.14
13146.0,1012.08
13147.0,191.48
13148.0,1831.43
13149.0,581.77
13150.0,9.92
13151.0,720.23
13152.0,2.58
13153.0,410.51
13154.0,20.84
13155.0,718.88
13156.0,68.75
13157.0,1407.28
13158.0,240.18
13159.0,532.76
13160.0,373.84
13161.0,31.02
13162.0,489.66
13163.0,20.02
13164.0,4.95
13165.0,902.6
13166.0,80.27
13167.0,303.99
13168.0,617.37
13169.0,409.65
13170.0,312.77
13171.0,163.25
13172.0,4.99
13173.0,959.54
13174.0,2576.86
13175.0,28.08
13176.0,384.83
13177.0,165.0
13178.0,4803.1
13179.0,68.47
13180.0,1.01
13181.0,80.53
13182.0,173.71
13183.0,1383.4
13184.0,522.39
13185.0,3.13
13186.0,1070.27
13187.0,54.64
13188.0,37.26
13189.0,261.05
13190.0,21.38
13191.0,29.59
13192.0,807.39
13193.0,197.35
13194.0,220.48
13195.0,2.64
13196.0,442.58
13197.0,52.13
13198.0,2259.89
13199.0,4511.05
13200.0,319.82
13201.0,13.38
13202.0,23.41
13203.0,626.77
13204.0,102.24
13205.0,4.33
13206.0,15.06
13207.0,131.13
13208.0,525.71
13209.0,2015.44
13210.0,240.79
13211.0,826.66
13212.0,225.87
13213.0,560.84
13214.0,5.11
13215.0,19.1
13216.0,303.14
13217.0,163.49
13218.0,35.59
13219.0,1.59
13220.0,235.01
13221.0,129.07
13222.0,4.5
13223.0,124.99
13224.0,183.95
13225.0,1822.54
13226.0,44.76
13227.0,175.0
13228.0,144.44
13229.0,53.79
13230.0,772.3
13232.0,506.91
13233.0,223.33
13234.0,4.93
13235.0,42.63
13236.0,443.76
13237.0,527.72
13238.0,639.45
13239.0,420.15
13240.0,266.05
13241.0,19.49
13242.0,58.3
13243.0,379.08
13244.0,42.73
13245.0,117.9
13246.0,928.46
13247.0,168.21
13248.0,158.19
13249.0,312.86
13250.0,11.65
13251.0,5.69
13252.0,20.67
13253.0,1382.46
13254.0,11.89
13255.0,129.2
13257.0,39.88
13258.0,343.04
13259.0,200.44
13260.0,150.68
13261.0,45.49
13262.0,69.16
13263.0,2190.1
13264.0,23.18
13265.0,915.73
13266.0,1736.55
13267.0,2486.58
13268.0,1689.65
13269.0,2301.88
13270.0,39.56
13271.0,542.9
13272.0,138.42
13273.0,100.77
13274.0,8.13
13275.0,81.92
13276.0,240.96
13277.0,102.5
13278.0,300.92
13279.0,30.75
13280.0,446.59
13281.0,38.79
13282.0,295.33
13283.0,46.26
13284.0,18.24
13285.0,422.79
13286.0,47.1
13287.0,16.18
13288.0,5.64
13289.0,44.49
13290.0,6.84
13291.0,745.21
13292.0,210.97
13293.0,93.59
13294.0,57.08
13295.0,187.53
13296.0,343.5
13297.0,974.52
13298.0,174.35
13299.0,126.41
13300.0,99.43
13301.0,247.66
13302.0,13.72
13303.0,9.83
13304.0,245.16
13305.0,980.59
13306.0,9.2
13307.0,58.24
13308.0,226.75
13309.0,445.08
13310.0,260.52
13311.0,370.07
13312.0,1.44
13313.0,1070.48
13314.0,716.28
13315.0,54.77
13316.0,2268.44
13317.0,1791.45
13318.0,685.68
13319.0,8301.17
13320.0,661.75
13321.0,311.59
13322.0,183.62
13323.0,343.84
13324.0,3808.02
13325.0,204.1
13326.0,82.54
13327.0,1708.94
13328.0,22.66
13329.0,1276.02
13330.0,880.19
13331.0,22.19
13332.0,146.67
13333.0,8.17
13334.0,1527.06
13336.0,347.29
13337.0,82.78
13338.0,244.39
13339.0,56.68
13340.0,5573.29
13341.0,206.02
13343.0,94.72
13344.0,917.91
13345.0,22.59
13346.0,2.79
13347.0,366.26
13348.0,171.01
13349.0,140.19
13350.0,594.65
13351.0,111.36
13352.0,197.76
13354.0,813.09
13355.0,164.02
13356.0,212.01
13357.0,635.69
13358.0,207.8
13359.0,221.24
13360.0,9.97
13361.0,114.58
13362.0,963.92
13363.0,368.77
13364.0,96.52
13365.0,579.74
13366.0,53.78
13367.0,94.37
13368.0,235.72
13369.0,112.47
13370.0,244.31
13371.0,23.25
13372.0,205.14
13373.0,1653.73
13374.0,9.55
13375.0,163.57
13376.0,188.32
13377.0,132.89
13379.0,253.56
13380.0,7.89
13381.0,2909.6
13382.0,18.62
13383.0,65.63
13384.0,2921.88
13385.0,185.72
13386.0,42.51
13387.0,1.63
13388.0,247.33
13389.0,262.31
13390.0,397.11
13391.0,0.86
13392.0,2.1
13393.0,11.78
13394.0,1980.19
13395.0,682.33
13396.0,401.18
13397.0,936.56
13398.0,66.55
13399.0,4.8
13400.0,93.34
13402.0,264.26
13403.0,78.96
13404.0,240.13
13405.0,215.62
13406.0,103.69
13407.0,65.2
13408.0,24379.02
13410.0,1269.01
13411.0,65.85
13412.0,99.61
13413.0,6.3
13414.0,454.55
13415.0,82.9
13416.0,135.44
13417.0,98.25
13418.0,4700.8
13419.0,349.42
13420.0,75.84
13421.0,880.15
13422.0,803.01
13423.0,14.54
13424.0,18.98
13425.0,414.62
13426.0,1314.9
13427.0,205.39
13428.0,128.19
13429.0,1092.39
13430.0,459.57
13431.0,1297.06
13432.0,9.63
13433.0,9.84
13434.0,118.89
13435.0,1831.13
13436.0,293.76
13437.0,1611.19
13438.0,294.44
13439.0,248.06
13440.0,27.12
13441.0,163.65
13442.0,12.87
13443.0,26.12
13444.0,114.76
13445.0,58.83
13446.0,4.3
13447.0,469.13
13448.0,2640.01
13449.0,442.33
13450.0,1722.52
13451.0,1687.77
13452.0,190.52
13453.0,151.43
13454.0,48.99
13455.0,494.11
13456.0,916.74
13457.0,0.62
13458.0,4821.85
13459.0,12.4
13460.0,249.66
13461.0,1210.7
13462.0,149.86
13464.0,662.89
13465.0,21.78
13466.0,219.71
13467.0,1081.99
13468.0,7095.38
13469.0,5.58
13470.0,116.51
13471.0,1333.55
13472.0,68.97
13473.0,811.69
13474.0,144.89
13475.0,164.61
13476.0,139.28
13477.0,860.02
13478.0,8.69
13479.0,236.46
13480.0,55.24
13481.0,483.02
13482.0,79.33
13483.0,307.95
13484.0,16.46
13485.0,286.8
13486.0,287.45
13487.0,146.25
13488.0,6145.02
13489.0,224.47
13490.0,7.76
13491.0,427.47
13492.0,745.94
13493.0,267.17
13494.0,19.79
13495.0,1252.63
13496.0,42.49
13497.0,94.89
13498.0,95.84
13499.0,527.15
13500.0,382.17
13501.0,1905.93
13502.0,202.82
13503.0,218.62
13504.0,141.17
13505.0,632.21
13506.0,184.69
13507.0,732.86
13508.0,15.7
13509.0,684.1
13510.0,1181.95
13511.0,100.97
13512.0,187.47
13513.0,114.94
13514.0,216.91
13515.0,178.05
13516.0,939.19
13517.0,491.76
13518.0,420.46
13519.0,40.55
13520.0,1131.66
13521.0,390.85
13522.0,159.69
13523.0,1251.5
13524.0,168.61
13525.0,252.59
13526.0,13.9
13527.0,1704.37
13529.0,87.58
13530.0,59.93
13531.0,230.61
13532.0,722.94
13533.0,158.62
13534.0,2208.98
13535.0,11.82
13536.0,5021.31
13537.0,24.09
13538.0,599.03
13539.0,280.51
13540.0,19.42
13541.0,26.25
13542.0,32.13
13543.0,70.78
13544.0,208.87
13545.0,16.17
13546.0,341.08
13547.0,2.28
13548.0,187.19
13549.0,246.53
13550.0,62.48
13551.0,50.98
13552.0,1001.59
13553.0,24.0
13554.0,42.94
13555.0,1247.24
13556.0,1.42
13557.0,991.81
13558.0,484.11
13559.0,162.96
13560.0,71.64
13561.0,43.19
13562.0,856.84
13563.0,244.76
13564.0,1089.69
13565.0,32.5
13566.0,136.44
13567.0,3.38
13568.0,47.09
13569.0,281.02
13570.0,37.0
13571.0,788.55
13572.0,58.25
13573.0,287.05
13574.0,15.62
13575.0,310.67
13576.0,2679.62
13577.0,1053.87
13578.0,14.88
13579.0,147.65
13580.0,4.71
13581.0,37.07
13582.0,29.01
13583.0,799.7
13584.0,32.32
13585.0,9.33
13586.0,13.3
13587.0,332.66
13588.0,662.47
13589.0,237.13
13590.0,1474.73
13591.0,401.4
13592.0,86.6
13593.0,507.09
13594.0,114.06
13595.0,33.97
13596.0,209.41
13597.0,20.94
13598.0,253.65
13599.0,3136.73
13600.0,43.42
13601.0,157.03
13602.0,503.17
13603.0,346.08
13604.0,90.67
13605.0,182.14
13606.0,60.31
13607.0,124.71
13608.0,17.61
13609.0,7.98
13610.0,460.51
13611.0,548.17
13612.0,91.02
13613.0,24.78
13614.0,353.66
13615.0,574.91
13616.0,4.11
13617.0,77.59
13618.0,21.49
13619.0,16.25
13620.0,10.71
13621.0,138.35
13622.0,134.28
13623.0,391.23
13624.0,270.86
13625.0,74.42
13626.0,204.61
13627.0,527.72
13628.0,25.22
13629.0,2314.79
13630.0,517.0
13631.0,1066.88
13632.0,312.76
13634.0,1217.65
13635.0,1091.23
13636.0,231.91
13637.0,262.4
13638.0,64.9
13639.0,410.55
13640.0,19.03
13641.0,7.34
13642.0,89.73
13643.0,500.37
13644.0,1172.96
13645.0,127.63
13646.0,41.98
13647.0,975.85
13648.0,9.49
13649.0,219.1
13650.0,772.19
13651.0,34.82
13652.0,622.11
13653.0,9.44
13654.0,1220.0
13655.0,736.36
13656.0,117.26
13657.0,111.04
13658.0,2280.05
13659.0,323.36
13660.0,149.36
13661.0,68.51
13662.0,401.45
13663.0,193.67
13665.0,82.43
13666.0,10.3
13667.0,56.68
13668.0,3002.95
13669.0,93.68
13670.0,214.58
13671.0,10.69
13672.0,2.67
13673.0,163.2
13674.0,65.91
13675.0,333.9
13676.0,7.89
13677.0,71.6
13678.0,249.79
13679.0,23.56
13680.0,2148.56
13681.0,212.47
13682.0,7.82
13683.0,13.52
13684.0,18.36
13685.0,1806.46
13686.0,49.01
13687.0,230.81
13688.0,11.54
13689.0,106.41
13690.0,76.62
13691.0,19.29
13692.0,1086.37
13693.0,46.4
13694.0,51135.92
13695.0,664.78
13696.0,91.3
13697.0,532.45
13698.0,96.39
13699.0,74.03
13700.0,641.6
13701.0,8.84
13702.0,3.81
13703.0,34.54
13704.0,1979.99
13705.0,400.59
13706.0,43.83
13707.0,512.49
13708.0,158.45
13709.0,2308.07
13710.0,244.39
13711.0,92.65
13712.0,328.38
13713.0,32.22
13714.0,8.84
13715.0,63.43
13716.0,79.92
13717.0,682.49
13718.0,76.68
13719.0,591.99
13720.0,271.51
13721.0,250.16
13722.0,1440.45
13723.0,67.61
13724.0,52.24
13725.0,781.68
13726.0,1217.64
13727.0,267.57
13728.0,576.86
13729.0,57.06
13730.0,140.5
13731.0,111.81
13732.0,1039.94
13733.0,42.78
13734.0,8.67
13735.0,2682.25
13736.0,531.28
13737.0,35.43
13738.0,48.56
13739.0,67.48
13740.0,34.19
13741.0,242.55
13742.0,510.31
13743.0,627.84
13744.0,291.41
13745.0,263.34
13746.0,3.05
13747.0,21.52
13748.0,1165.39
13750.0,896.95
13751.0,9.39
13752.0,525.39
13753.0,69.15
13754.0,188.16
13755.0,877.53
13756.0,2713.22
13757.0,16.31
13758.0,1524.9
13759.0,558.4
13760.0,182.76
13761.0,282.04
13762.0,311.82
13763.0,704.92
13764.0,475.56
13765.0,65.64
13766.0,6.09
13767.0,18787.83
13768.0,26.56
13769.0,1908.33
13770.0,30.61
13771.0,1432.65
13772.0,300.08
13773.0,11.59
13774.0,110.48
13775.0,29.79
13776.0,2.37
13777.0,24638.94
13778.0,342.1
13779.0,2.63
13780.0,94.71
13781.0,40.81
13782.0,407.51
13783.0,14.59
13784.0,1409.87
13785.0,10.18
13786.0,42.42
13787.0,285.81
13788.0,31.01
13789.0,7.05
13790.0,195.19
13791.0,512.86
13792.0,59.05
13793.0,4.15
13794.0,21.8
13795.0,26.48
13796.0,16.21
13797.0,57.66
13798.0,23290.73
13799.0,1244.53
13800.0,69.96
13801.0,195.58
13802.0,815.52
13803.0,444.56
13804.0,1038.54
13805.0,285.59
13806.0,260.48
13807.0,10.53
13808.0,1864.11
13809.0,120.78
13810.0,403.47
13811.0,254.47
13812.0,492.53
13813.0,852.21
13814.0,465.62
13815.0,1494.49
13816.0,372.79
13817.0,71.08
13818.0,3.0
13819.0,218.49
13820.0,30.92
13821.0,296.13
13822.0,629.74
13823.0,402.53
13824.0,1132.24
13825.0,1.53
13826.0,69.98
13827.0,275.76
13828.0,721.58
13829.0,60.97
13830.0,9.14
13831.0,2249.91
13832.0,349.88
13833.0,86.16
13834.0,14.55
13835.0,277.96
13836.0,97.61
13837.0,59.16
13838.0,185.45
13839.0,14.81
13840.0,181.67
13841.0,9.05
13842.0,1282.9
13843.0,94.33
13844.0,81.74
13845.0,165.52
13846.0,345.1
13847.0,50.52
13848.0,517.63
13849.0,679.98
13850.0,172.97
13851.0,1108.09
13852.0,45.06
13853.0,92.72
13854.0,2024.74
13855.0,20.31
13856.0,472.28
13857.0,32.43
13858.0,136.55
13859.0,26.06
13860.0,1382.23
13861.0,6.85
13862.0,1307.47
13863.0,78.01
13864.0,288.83
13865.0,93.76
13866.0,207.5
13867.0,600.87
13868.0,1747.56
13869.0,997.98
13870.0,1594.04
13871.0,1915.21
13872.0,17.72
13873.0,219.88
13874.0,27.29
13875.0,1592.7
13876.0,271.62
13877.0,146.7
13878.0,280.96
13879.0,69.16
13880.0,1225.94
13881.0,22469.57
13882.0,849.88
13883.0,939.43
13884.0,706.1
