customer_id,recency,frequency,monetary,tenure,avg_order_value,n_items,n_products,purchase_rate,avg_gap,future_value
12392.0,408,1,234.75000000000003,408,234.75000000000003,73,7,0.07352941176470588,408.0,0.0
12393.0,62,5,1877.95,245,375.59000000000003,1017,53,0.6122448979591836,49.0,521.5
12394.0,34,1,381.08,34,381.08,182,21,0.8823529411764706,34.0,891.4
12395.0,28,9,3618.36,419,402.04,3106,117,0.6443914081145584,46.55555555555556,1448.91
12396.0,491,1,931.43,491,931.43,591,65,0.06109979633401221,491.0,0.0
12399.0,30,5,1622.6000000000001,461,324.52000000000004,1878,55,0.32537960954446854,92.2,339.7
12400.0,231,1,205.25,231,205.25,91,11,0.12987012987012986,231.0,0.0
12401.0,120,1,84.3,120,84.3,11,5,0.25,120.0,0.0
12402.0,140,6,1256.9,487,209.48333333333335,584,43,0.3696098562628337,81.16666666666667,0.0
12403.0,338,1,591.6600000000001,338,591.6600000000001,164,4,0.08875739644970414,338.0,427.7
12404.0,499,1,63.24,499,63.24,1,1,0.06012024048096192,499.0,0.0
12406.0,216,3,2975.06,514,991.6866666666666,1598,44,0.17509727626459143,171.33333333333334,3415.3
12407.0,52,2,495.96,81,247.98,419,23,0.7407407407407407,40.5,1212.16
12408.0,77,5,2289.81,315,457.962,1176,66,0.47619047619047616,63.0,2050.96
12409.0,237,4,12346.619999999999,382,3086.6549999999997,7592,125,0.31413612565445026,95.5,11072.67
12410.0,125,3,1013.71,319,337.90333333333336,341,36,0.2821316614420063,106.33333333333333,0.0
12411.0,226,1,346.9,226,346.9,138,22,0.1327433628318584,226.0,0.0
12412.0,219,3,1370.05,356,456.68333333333334,1168,50,0.25280898876404495,118.66666666666667,1226.88
12413.0,53,3,805.25,219,268.4166666666667,238,37,0.410958904109589,73.0,194.20000000000002
12414.0,34,6,952.41,280,158.73499999999999,495,21,0.6428571428571429,46.666666666666664,0.0
12415.0,20,14,70427.74,344,5030.552857142858,46072,295,1.2209302325581397,24.571428571428573,74030.63
12416.0,473,1,202.56,473,202.56,132,11,0.06342494714587738,473.0,0.0
12417.0,4,16,5066.08,550,316.63,2033,210,0.8727272727272727,34.375,1750.83
12418.0,230,3,1352.62,447,450.8733333333333,681,61,0.20134228187919462,149.0,668.58
12419.0,202,2,503.01,230,251.505,231,23,0.2608695652173913,115.0,0.0
12421.0,136,3,449.01,322,149.67,272,27,0.27950310559006214,107.33333333333333,649.59
12422.0,141,15,4666.74,538,311.116,2339,113,0.8364312267657993,35.86666666666667,565.0600000000001
12423.0,8,8,2214.77,282,276.84625,1441,113,0.851063829787234,35.25,407.62
12424.0,239,2,1579.07,365,789.535,1285,59,0.1643835616438356,182.5,1760.96
12425.0,265,1,964.21,265,964.21,651,55,0.11320754716981132,265.0,777.2
12426.0,11,2,1345.21,479,672.605,584,73,0.12526096033402923,239.5,0.0
12427.0,188,1,607.0,188,607.0,158,10,0.1595744680851064,188.0,522.3
12428.0,59,6,6310.54,100,1051.7566666666667,2773,228,1.7999999999999998,16.666666666666668,1645.92
12429.0,44,6,5454.99,363,909.165,2439,86,0.49586776859504134,60.5,2030.92
12431.0,17,19,7529.05,510,396.2657894736842,3085,198,1.1176470588235294,26.842105263157894,3328.92
12433.0,183,5,10992.51,293,2198.502,9627,163,0.5119453924914676,58.6,9588.75
12434.0,77,2,583.54,198,291.77,215,34,0.30303030303030304,99.0,519.89
12435.0,84,5,10075.03,554,2015.006,3782,81,0.27075812274368233,110.8,3850.9
12437.0,15,29,9707.08,554,334.7268965517241,6362,228,1.5703971119133575,19.103448275862068,2976.32
12439.0,499,2,1158.18,542,579.09,484,69,0.11070110701107011,271.0,0.0
12440.0,279,2,859.2,534,429.6,331,21,0.11235955056179775,267.0,0.0
12441.0,183,1,347.1,183,347.1,242,11,0.16393442622950818,183.0,0.0
12443.0,549,1,485.31,549,485.31,182,21,0.0546448087431694,549.0,0.0
12445.0,237,1,301.58000000000004,237,301.58000000000004,144,20,0.12658227848101264,237.0,133.4
12447.0,60,1,476.49,60,476.49,190,26,0.5,60.0,0.0
12449.0,4,3,1627.53,255,542.51,1119,57,0.3529411764705882,85.0,3208.36
12450.0,216,3,490.32,291,163.44,314,25,0.30927835051546393,97.0,197.88
12451.0,35,5,8942.18,346,1788.4360000000001,6889,259,0.43352601156069365,69.2,3727.7
12454.0,212,4,13151.44,238,3287.86,6697,9,0.5042016806722689,59.5,3528.34
12455.0,6,7,5376.39,538,768.0557142857143,2843,168,0.39033457249070636,76.85714285714286,503.56
12456.0,71,1,940.1700000000001,71,940.1700000000001,445,41,0.4225352112676056,71.0,2240.87
12457.0,50,4,1699.93,252,424.9825,648,37,0.47619047619047616,63.0,1295.98
12458.0,101,3,1272.01,304,424.00333333333333,750,58,0.29605263157894735,101.33333333333333,505.48
12459.0,422,1,454.36,422,454.36,258,23,0.07109004739336494,422.0,0.0
12460.0,273,1,326.65,273,326.65,170,18,0.10989010989010989,273.0,0.0
12462.0,120,1,762.11,120,762.11,287,40,0.25,120.0,427.48
12463.0,23,2,647.95,58,323.975,357,32,1.0344827586206897,29.0,696.83
12464.0,17,4,544.8499999999999,126,136.21249999999998,54,6,0.9523809523809523,31.5,667.1999999999999
12466.0,499,1,56.73,499,56.73,1,1,0.06012024048096192,499.0,0.0
12467.0,240,1,132.8,240,132.8,129,9,0.125,240.0,0.0
12468.0,4,5,3670.74,499,734.1479999999999,2201,127,0.3006012024048096,99.8,0.0
12469.0,339,2,3070.54,353,1535.27,2552,76,0.16997167138810199,176.5,0.0
12470.0,506,1,211.95,506,211.95,95,23,0.05928853754940711,506.0,0.0
12471.0,27,62,28537.06,549,460.2751612903226,11719,189,3.387978142076503,8.85483870967742,11426.73
12472.0,84,15,14357.32,542,957.1546666666667,9027,325,0.8302583025830258,36.13333333333333,3523.27
12473.0,8,1,672.1899999999999,8,672.1899999999999,557,34,3.75,8.0,3266.36
12474.0,17,21,7767.79,483,369.8947619047619,4769,262,1.3043478260869565,23.0,4656.66
12475.0,226,1,426.26,226,426.26,236,25,0.1327433628318584,226.0,723.38
12476.0,35,17,9744.09,318,573.1817647058824,4065,273,1.6037735849056605,18.705882352941178,4371.32
12477.0,56,5,11633.6,440,2326.7200000000003,3833,249,0.34090909090909094,88.0,8642.77
12480.0,84,5,3770.4900000000002,324,754.0980000000001,2007,120,0.4629629629629629,64.8,1694.36
12481.0,21,12,9865.62,424,822.1350000000001,5893,207,0.8490566037735849,35.333333333333336,2495.77
12482.0,393,29,23691.4,470,816.944827586207,27042,42,1.851063829787234,16.20689655172414,0.0
12483.0,22,15,3630.26,494,242.01733333333334,1503,48,0.9109311740890688,32.93333333333333,1490.32
12484.0,153,7,2967.1,498,423.87142857142857,1710,183,0.4216867469879518,71.14285714285714,3403.05
12485.0,346,1,708.1,346,708.1,414,34,0.08670520231213873,346.0,0.0
12486.0,248,1,1037.28,248,1037.28,523,49,0.12096774193548387,248.0,0.0
12487.0,547,1,285.29999999999995,547,285.29999999999995,174,2,0.054844606946983544,547.0,0.0
12489.0,153,1,334.93,153,334.93,105,15,0.19607843137254902,153.0,0.0
12490.0,31,13,5601.43,555,430.8792307692308,3554,136,0.7027027027027027,42.69230769230769,4222.21
12492.0,220,1,452.0,220,452.0,252,22,0.13636363636363635,220.0,263.21000000000004
12493.0,14,1,232.5,14,232.5,88,12,2.142857142857143,14.0,201.24
12494.0,13,6,1342.41,393,223.735,566,54,0.4580152671755725,65.5,530.46
12495.0,457,1,357.4,457,357.4,130,17,0.06564551422319474,457.0,0.0
12496.0,437,2,54.09,437,27.045,33,10,0.13729977116704806,218.5,0.0
12497.0,217,2,5205.400000000001,461,2602.7000000000003,4449,30,0.1301518438177874,230.5,1043.1
12499.0,377,1,393.72,377,393.72,302,27,0.07957559681697612,377.0,0.0
12500.0,83,12,2907.59,490,242.29916666666668,1607,66,0.7346938775510203,40.833333333333336,3047.62
12501.0,153,1,2169.39,153,2169.39,1783,149,0.19607843137254902,153.0,0.0
12502.0,34,3,1842.65,126,614.2166666666667,434,61,0.7142857142857142,42.0,1881.22
12503.0,401,1,1126.0,401,1126.0,561,2,0.07481296758104738,401.0,0.0
12504.0,234,2,297.0,413,148.5,368,8,0.14527845036319614,206.5,482.04999999999995
12505.0,225,1,955.2,225,955.2,324,42,0.13333333333333333,225.0,0.0
12506.0,49,1,73.5,49,73.5,23,23,0.6122448979591836,49.0,0.0
12507.0,115,2,985.41,401,492.705,581,40,0.14962593516209477,200.5,858.65
12509.0,101,1,176.5,101,176.5,55,7,0.297029702970297,101.0,0.0
12510.0,142,8,4876.5,552,609.5625,1990,94,0.43478260869565216,69.0,301.52
12511.0,245,1,3084.02,245,3084.02,1753,190,0.12244897959183675,245.0,0.0
12514.0,84,2,1597.76,458,798.88,840,76,0.13100436681222707,229.0,0.0
12515.0,170,1,383.7,170,383.7,131,16,0.1764705882352941,170.0,0.0
12516.0,247,2,1336.56,416,668.28,1077,38,0.14423076923076925,208.0,1312.06
12517.0,7,1,766.95,7,766.95,420,125,4.285714285714286,7.0,1735.89
12519.0,293,1,385.7,293,385.7,212,22,0.10238907849829351,293.0,340.84
12520.0,21,3,1697.56,90,565.8533333333334,945,94,1.0,30.0,936.7
12523.0,69,16,3082.57,549,192.660625,1681,127,0.8743169398907104,34.3125,1289.58
12524.0,21,14,9473.77,486,676.6978571428572,5602,130,0.8641975308641976,34.714285714285715,1652.3400000000001
12525.0,315,3,973.73,464,324.57666666666665,509,56,0.1939655172413793,154.66666666666666,0.0
12527.0,111,4,671.72,346,167.93,513,24,0.3468208092485549,86.5,63.790000000000006
12528.0,93,2,771.66,129,385.83,358,38,0.46511627906976744,64.5,1161.82
12529.0,345,1,316.48,345,316.48,192,21,0.08695652173913043,345.0,0.0
12530.0,50,7,2901.98,459,414.56857142857143,2127,76,0.45751633986928103,65.57142857142857,857.28
12531.0,503,1,1807.98,503,1807.98,1074,110,0.059642147117296214,503.0,125.22
12533.0,444,2,1367.89,555,683.945,704,63,0.10810810810810811,277.5,0.0
12535.0,3,1,371.45,3,371.45,115,18,10.0,3.0,344.9
12537.0,225,1,732.94,225,732.94,449,43,0.13333333333333333,225.0,0.0
12538.0,195,1,276.5,195,276.5,145,13,0.15384615384615385,195.0,363.95
12539.0,79,6,10164.09,533,1694.015,4089,247,0.33771106941838647,88.83333333333333,1050.66
12540.0,3,23,15356.77,549,667.685652173913,7342,246,1.2568306010928962,23.869565217391305,6897.72
12541.0,97,1,312.4,97,312.4,288,17,0.30927835051546393,97.0,668.78
12542.0,301,2,481.88,457,240.94,522,39,0.13129102844638948,228.5,0.0
12543.0,265,1,980.25,265,980.25,688,43,0.11320754716981132,265.0,0.0
12545.0,76,1,628.15,76,628.15,346,34,0.39473684210526316,76.0,372.24
12547.0,14,3,383.58,317,127.86,309,13,0.28391167192429023,105.66666666666667,0.0
12549.0,392,6,1575.68,514,262.61333333333334,1366,38,0.35019455252918286,85.66666666666667,0.0
12551.0,174,1,168.0,174,168.0,100,10,0.1724137931034483,174.0,0.0
12553.0,21,7,2651.09,240,378.7271428571429,1338,91,0.875,34.285714285714285,1957.66
12554.0,265,1,468.5,265,468.5,240,26,0.11320754716981132,265.0,0.0
12555.0,499,1,129.23,499,129.23,1,1,0.06012024048096192,499.0,0.0
12557.0,73,6,11579.800000000001,539,1929.966666666667,4356,15,0.3339517625231911,89.83333333333333,7136.34
12559.0,127,2,561.71,136,280.855,283,21,0.4411764705882353,68.0,0.0
12561.0,119,1,238.85,119,238.85,177,16,0.25210084033613445,119.0,0.0
12562.0,15,3,1630.14,252,543.38,731,43,0.3571428571428571,84.0,3336.78
12563.0,225,1,249.24,225,249.24,113,13,0.13333333333333333,225.0,0.0
12564.0,78,1,456.9,78,456.9,133,21,0.3846153846153846,78.0,0.0
12565.0,105,1,145.92,105,145.92,80,9,0.28571428571428575,105.0,0.0
12567.0,1,11,8765.58,483,796.8709090909091,3842,228,0.6832298136645962,43.90909090909091,4944.28
12568.0,461,1,70.0,461,70.0,48,5,0.0650759219088937,461.0,0.0
12569.0,35,5,1164.32,69,232.86399999999998,492,29,2.1739130434782608,13.8,2960.37
12570.0,499,1,77.52,499,77.52,1,1,0.06012024048096192,499.0,0.0
12573.0,44,5,717.41,282,143.482,479,107,0.5319148936170213,56.4,0.0
12574.0,132,1,218.45,132,218.45,61,11,0.2272727272727273,132.0,0.0
12575.0,274,2,622.8199999999999,343,311.40999999999997,315,34,0.1749271137026239,171.5,0.0
12576.0,35,5,1248.54,343,249.708,842,74,0.43731778425655976,68.6,894.18
12577.0,176,6,1191.84,553,198.64,859,195,0.325497287522604,92.16666666666667,461.91
12578.0,147,3,3456.6,260,1152.2,1932,109,0.34615384615384615,86.66666666666667,1185.85
12580.0,63,2,1052.9,393,526.45,569,52,0.15267175572519084,196.5,0.0
12582.0,55,4,1980.4,394,495.1,985,88,0.3045685279187817,98.5,0.0
12583.0,17,17,10208.45,550,600.4970588235294,5949,102,0.9272727272727274,32.35294117647059,4238.99
12584.0,2,2,622.74,97,311.37,115,23,0.6185567010309279,48.5,1715.41
12585.0,51,2,2040.1,168,1020.05,1279,77,0.3571428571428571,84.0,0.0
12586.0,191,3,1865.73,540,621.91,608,76,0.16666666666666669,180.0,196.94000000000003
12588.0,216,3,743.88,414,247.96,385,27,0.21739130434782608,138.0,214.89999999999998
12589.0,238,6,4048.98,506,674.83,1458,100,0.3557312252964427,84.33333333333333,646.68
12590.0,28,2,9864.26,28,4932.13,4283,68,2.142857142857143,14.0,0.0
12591.0,134,3,1352.15,225,450.7166666666667,677,63,0.4,75.0,0.0
12592.0,30,4,2376.86,336,594.215,1750,40,0.3571428571428571,84.0,205.8
12593.0,35,1,236.0,35,236.0,100,11,0.8571428571428571,35.0,182.1
12594.0,9,11,3516.88,463,319.71636363636367,1886,72,0.712742980561555,42.09090909090909,1573.23
12595.0,321,1,299.02,321,299.02,271,19,0.09345794392523364,321.0,0.0
12596.0,59,1,269.95,59,269.95,156,15,0.5084745762711864,59.0,348.32
12597.0,85,1,516.15,85,516.15,230,30,0.3529411764705882,85.0,3295.07
12598.0,37,6,2796.75,465,466.125,1628,97,0.3870967741935484,77.5,1737.34
12599.0,25,9,1728.0,394,192.0,1661,39,0.6852791878172588,43.77777777777778,568.72
12600.0,21,17,3760.84,549,221.2258823529412,976,40,0.9289617486338798,32.294117647058826,1283.08
12601.0,6,6,681.26,221,113.54333333333334,290,24,0.8144796380090498,36.833333333333336,0.0
12604.0,78,1,178.5,78,178.5,137,10,0.3846153846153846,78.0,75.68
12605.0,193,4,1232.95,275,308.2375,929,63,0.43636363636363634,68.75,0.0
12606.0,499,1,21.0,499,21.0,1,1,0.06012024048096192,499.0,0.0
12608.0,221,1,415.79,221,415.79,323,16,0.13574660633484165,221.0,0.0
12609.0,3,8,3109.7400000000002,536,388.71750000000003,1423,117,0.44776119402985076,67.0,326.12
12613.0,14,9,4953.21,542,550.3566666666667,3278,173,0.4981549815498155,60.22222222222222,1881.8600000000001
12614.0,94,1,315.6,94,315.6,76,20,0.3191489361702128,94.0,0.0
12615.0,230,4,3449.79,448,862.4475,1941,147,0.26785714285714285,112.0,2291.19
12616.0,114,2,673.4,205,336.7,312,26,0.2926829268292683,102.5,457.7
12619.0,51,3,771.8,377,257.26666666666665,652,21,0.23872679045092837,125.66666666666667,3009.58
12620.0,21,1,561.66,21,561.66,434,33,1.4285714285714284,21.0,777.75
12621.0,17,25,18441.96,485,737.6784,10311,244,1.5463917525773194,19.4,6333.85
12622.0,49,1,180.1,49,180.1,69,11,0.6122448979591836,49.0,0.0
12623.0,93,7,3747.84,513,535.4057142857143,1971,112,0.4093567251461988,73.28571428571429,0.0
12625.0,28,4,5164.88,413,1291.22,3309,144,0.2905569007263923,103.25,0.0
12626.0,133,2,1274.1,143,637.05,460,57,0.4195804195804196,71.5,5346.38
12629.0,202,2,1558.22,240,779.11,722,40,0.25,120.0,0.0
12631.0,273,5,2841.07,510,568.214,1371,105,0.29411764705882354,102.0,640.5
12632.0,337,2,804.88,381,402.44,694,32,0.15748031496062992,190.5,0.0
12633.0,13,5,5243.73,342,1048.7459999999999,3007,209,0.43859649122807015,68.4,434.43
12634.0,352,2,490.0,365,245.0,337,20,0.1643835616438356,182.5,0.0
12635.0,209,2,1241.23,273,620.615,777,77,0.21978021978021978,136.5,1689.18
12636.0,555,1,141.0,555,141.0,1,1,0.05405405405405406,555.0,0.0
12637.0,56,8,4710.16,360,588.77,2367,228,0.6666666666666667,45.0,3630.15
12638.0,456,1,249.8,456,249.8,86,9,0.06578947368421052,456.0,671.69
12639.0,55,3,1312.37,444,437.45666666666665,631,58,0.20270270270270271,148.0,0.0
12643.0,37,9,6417.7,428,713.0777777777778,3871,14,0.6308411214953271,47.55555555555556,1932.72
12644.0,247,3,1440.58,511,480.1933333333333,707,76,0.1761252446183953,170.33333333333334,477.91
12645.0,36,6,2563.02,485,427.17,1516,91,0.37113402061855666,80.83333333333333,976.28
12647.0,16,31,16503.84,512,532.381935483871,6209,223,1.81640625,16.516129032258064,1420.51
12648.0,254,3,793.95,518,264.65000000000003,358,32,0.17374517374517373,172.66666666666666,318.05
12649.0,29,6,2046.1399999999999,513,341.0233333333333,1577,86,0.3508771929824561,85.5,248.51000000000002
12651.0,151,4,377.75,282,94.4375,265,30,0.425531914893617,70.5,0.0
12652.0,148,2,1017.03,251,508.515,536,51,0.23904382470119523,125.5,0.0
12653.0,113,2,2730.08,343,1365.04,1048,55,0.1749271137026239,171.5,1430.75
12654.0,14,3,337.75,112,112.58333333333333,151,19,0.8035714285714285,37.333333333333336,264.23
12655.0,240,1,261.35,240,261.35,80,16,0.125,240.0,0.0
12656.0,20,5,4016.26,379,803.2520000000001,1810,118,0.395778364116095,75.8,2391.57
12661.0,253,1,162.0,253,162.0,216,11,0.11857707509881422,253.0,0.0
12662.0,4,14,4976.32,434,355.45142857142855,2551,125,0.967741935483871,31.0,2011.7
12663.0,441,2,239.4,485,119.7,181,9,0.12371134020618557,242.5,0.0
12664.0,49,4,2491.7400000000002,543,622.9350000000001,609,5,0.22099447513812157,135.75,3578.3
12665.0,141,3,313.6,486,104.53333333333335,165,13,0.18518518518518517,162.0,0.0
12666.0,211,1,1248.42,211,1248.42,370,31,0.14218009478672988,211.0,0.0
12668.0,76,9,10562.0,494,1173.5555555555557,4776,258,0.5465587044534412,54.888888888888886,882.6800000000001
12669.0,65,2,2272.6,73,1136.3,849,70,0.821917808219178,36.5,471.43
12670.0,16,4,1790.6299999999999,483,447.65749999999997,718,44,0.24844720496894412,120.75,1969.66
12671.0,423,1,2622.481,423,2622.481,1460,45,0.07092198581560283,423.0,0.0
12672.0,146,2,437.05,412,218.525,138,22,0.14563106796116504,206.0,0.0
12673.0,143,2,840.4,218,420.2,520,52,0.27522935779816515,109.0,389.62
12674.0,24,1,586.74,24,586.74,222,17,1.25,24.0,1383.8600000000001
12675.0,370,2,958.5,395,479.25,337,111,0.1518987341772152,197.5,0.0
12676.0,7,8,2340.65,300,292.58125,1608,57,0.8,37.5,502.44
12677.0,372,2,395.1,483,197.55,176,13,0.12422360248447206,241.5,0.0
12678.0,4,15,22544.08,518,1502.9386666666667,15156,174,0.8687258687258688,34.53333333333333,11737.1
12679.0,22,2,906.38,100,453.19,407,43,0.6,50.0,206.64000000000001
12681.0,4,36,25835.579999999998,543,717.655,14913,412,1.9889502762430937,15.083333333333334,5032.7
12682.0,9,32,17022.98,555,531.968125,7667,251,1.7297297297297298,17.34375,7010.93
12683.0,1,16,9307.14,543,581.69625,5771,189,0.8839779005524863,33.9375,3389.64
12684.0,14,3,917.1,30,305.7,888,32,3.0,10.0,1366.53
12686.0,188,1,178.28,188,178.28,214,7,0.1595744680851064,188.0,0.0
12687.0,297,2,2138.91,297,1069.455,1403,126,0.20202020202020202,148.5,0.0
12690.0,22,1,389.01,22,389.01,106,16,1.3636363636363638,22.0,0.0
12691.0,135,4,540.8,237,135.2,202,17,0.5063291139240506,59.25,629.6
12692.0,454,1,110.95,454,110.95,36,13,0.06607929515418502,454.0,0.0
12693.0,28,6,1477.88,339,246.31333333333336,502,59,0.5309734513274336,56.5,225.14000000000001
12694.0,238,1,973.68,238,973.68,846,46,0.12605042016806722,238.0,869.67
12695.0,27,4,914.27,482,228.5675,267,31,0.24896265560165975,120.5,492.85
12696.0,251,2,851.91,325,425.955,564,43,0.18461538461538463,162.5,0.0
12698.0,407,1,339.75,407,339.75,111,16,0.07371007371007371,407.0,0.0
12699.0,234,1,638.11,234,638.11,373,41,0.12820512820512822,234.0,0.0
12700.0,32,1,1092.43,32,1092.43,779,62,0.9375,32.0,3847.56
12701.0,59,5,1985.78,450,397.156,1295,92,0.33333333333333337,90.0,460.63
12703.0,450,3,722.98,501,240.99333333333334,431,44,0.17964071856287425,167.0,283.55
12705.0,18,8,8057.91,350,1007.23875,4927,251,0.6857142857142857,43.75,3704.19
12707.0,108,1,603.42,108,603.42,256,33,0.2777777777777778,108.0,0.0
12708.0,17,13,3939.36,538,303.0276923076923,1969,100,0.724907063197026,41.38461538461539,1374.74
12709.0,7,27,26509.95,547,981.85,12109,177,1.4808043875685557,20.25925925925926,4583.39
12710.0,18,1,718.96,18,718.96,386,44,1.6666666666666665,18.0,430.06
12711.0,428,2,1339.05,493,669.525,770,56,0.12170385395537525,246.5,0.0
12712.0,17,16,5065.01,547,316.563125,1909,118,0.8775137111517367,34.1875,2128.65
12714.0,23,9,11146.77,552,1238.53,6937,365,0.4891304347826087,61.333333333333336,2946.94
12717.0,62,2,887.6700000000001,407,443.83500000000004,356,43,0.14742014742014742,203.5,421.24
12720.0,9,15,4820.71,323,321.3806666666667,3556,188,1.3931888544891642,21.533333333333335,3439.96
12721.0,63,5,2464.77,288,492.954,1365,123,0.5208333333333334,57.6,1548.31
12724.0,149,4,1441.01,352,360.2525,1049,69,0.34090909090909094,88.0,876.51
12725.0,188,4,2694.56,401,673.64,1306,92,0.29925187032418954,100.25,0.0
12726.0,1,9,2872.82,441,319.20222222222225,3417,52,0.6122448979591836,49.0,1141.78
12727.0,4,8,4499.2300000000005,471,562.4037500000001,2342,113,0.5095541401273885,58.875,1180.3
12728.0,74,4,851.15,200,212.7875,380,39,0.6,50.0,219.01999999999998
12730.0,338,1,829.25,338,829.25,234,47,0.08875739644970414,338.0,0.0
12731.0,29,11,15109.89,464,1373.6263636363635,7291,106,0.7112068965517241,42.18181818181818,10665.82
12733.0,51,4,2424.87,506,606.2175,896,117,0.23715415019762845,126.5,0.0
12734.0,169,3,639.65,209,213.21666666666667,265,17,0.430622009569378,69.66666666666667,0.0
12735.0,132,2,779.5699999999999,154,389.78499999999997,368,38,0.38961038961038963,77.0,0.0
12736.0,149,1,234.0,149,234.0,173,4,0.20134228187919462,149.0,0.0
12737.0,315,2,3710.5,315,1855.25,2,2,0.19047619047619047,157.5,0.0
12738.0,189,1,310.7,189,310.7,296,11,0.15873015873015872,189.0,0.0
12739.0,202,2,1713.69,211,856.845,465,51,0.28436018957345977,105.5,1013.04
12741.0,346,2,406.07,350,203.035,214,16,0.17142857142857143,175.0,0.0
12742.0,442,1,1201.52,442,1201.52,1359,67,0.06787330316742082,442.0,0.0
12744.0,65,8,14300.42,408,1787.5525,4233,173,0.5882352941176471,51.0,11016.64
12745.0,303,3,925.41,499,308.46999999999997,468,21,0.18036072144288576,166.33333333333334,0.0
12746.0,357,1,254.55,357,254.55,97,17,0.08403361344537816,357.0,0.0
12747.0,15,21,7171.93,549,341.5204761904762,2191,79,1.1475409836065573,26.142857142857142,2104.61
12748.0,1,218,32894.16,552,150.89064220183488,19521,1668,11.847826086956522,2.532110091743119,23705.23
12749.0,30,5,3665.58,338,733.116,1151,157,0.4437869822485207,67.6,3231.78
12751.0,261,1,268.27,261,268.27,189,61,0.11494252873563218,261.0,0.0
12753.0,65,4,12940.51,179,3235.1275,7003,87,0.670391061452514,44.75,8488.88
12754.0,52,3,3010.74,125,1003.5799999999999,6481,49,0.72,41.666666666666664,0.0
12755.0,97,11,9030.66,510,820.9690909090909,3781,34,0.6470588235294118,46.36363636363637,0.0
12757.0,2,6,4445.43,28,740.9050000000001,461,79,6.428571428571428,4.666666666666667,3411.67
