customer_id,recency,frequency,monetary
15751,461,11,1380.44
15760,631,2,13916.34
15771,604,3,1006.54
15777,241,7,1762.61
15789,358,6,1962.01
15792,400,2,933.84
15798,493,3,1535.37
15808,306,21,18409.93
15813,208,2,1303.9099999999999
15817,421,3,2766.4
15823,372,3,3897.17
15828,375,1,1108.82
15876,409,2,1449.1399999999999
15879,404,4,1157.3
15882,199,8,1495.98
15887,407,3,1027.15
15911,624,8,1702.34
15934,418,2,2190.66
15944,277,4,2164.24
15946,503,3,2304.18
15970,304,2,1017.32
15972,456,5,1810.27
15973,367,3,988.44
16004,475,5,2146.39
16010,246,11,1724.06
16032,456,6,1970.45
16034,196,6,928.72
16037,270,5,1509.34
16048,373,4,1075.23
16065,365,8,2382.62
16067,563,3,3395.29
16072,288,4,4328.89
16077,626,1,2300.4
16087,389,5,1739.92
16088,576,2,1437.43
16096,264,4,1584.97
16105,249,5,2386.19
16109,219,3,939.48
16118,653,1,4376.25
16124,317,4,1772.49
16125,367,14,4587.65
16129,407,3,1396.05
16130,422,4,987.48
16138,379,3,910.35
16152,269,1,1829.04
16159,282,4,1232.79
16163,232,6,2849.58
16167,414,5,1386.1200000000001
16176,421,4,2052.69
16197,469,9,2016.71
16199,392,7,942.75
16202,361,9,2501.9900000000002
16216,267,1,914.9300000000001
16222,318,2,1345.22
16223,375,2,1102.3500000000001
16227,225,3,1027.22
16231,379,4,1078.22
16244,212,2,2579.38
16254,378,3,985.14
16256,267,3,1629.37
16270,353,1,1141.24
16275,197,3,2151.11
16282,340,3,1307.58
16290,465,4,2069.3
16296,626,4,1313.67
16300,430,3,1392.43
16306,214,7,1192.82
16307,429,3,1194.92
16314,390,3,1491.4
16329,428,4,1703.07
16331,432,6,2037.7
16335,552,7,2774.0
16336,421,4,3517.69
16351,333,13,3330.0299999999997
16377,267,2,1308.48
16387,323,5,918.55
16391,401,4,1103.61
16435,512,3,1011.5699999999999
16467,509,7,2869.16
16471,275,4,1189.98
16499,360,8,2578.34
16501,383,1,1237.23
16510,372,6,2100.0
16521,415,3,1148.01
16529,190,4,2012.0
16546,291,5,5606.47
16568,428,2,1020.9000000000001
16586,249,3,1462.78
16588,386,4,1361.28
16608,454,2,1288.72
16619,264,4,1938.33
16623,246,4,1015.24
16625,275,5,1654.03
16631,482,7,1892.52
16634,223,6,1814.61
16636,438,4,3802.04
16643,246,2,923.11
16661,540,4,986.63
16692,256,4,1914.6999999999998
16698,227,2,1998.0
16699,380,7,994.6
16702,415,4,1110.83
16714,219,4,1529.8
16716,267,3,2149.6800000000003
16718,369,5,3647.53
16725,302,14,1882.11
16727,364,4,1437.42
16736,506,5,2956.56
16749,591,2,4387.08
16754,372,29,67502.47
16756,215,7,1312.3700000000001
16763,199,2,964.6999999999999
16766,273,2,1145.6
16769,260,4,1141.75
16772,423,3,3723.5499999999997
16781,372,2,934.25
16787,398,4,1035.43
16795,365,3,2492.39
16797,393,5,1827.77
16812,361,4,2392.0
16823,227,7,2260.09
16834,228,2,898.96
16838,197,4,1159.61
16854,417,2,1408.96
16858,369,10,4668.28
16860,453,3,1610.62
16889,195,6,2530.9
16894,502,3,1324.06
16917,277,2,1857.83
16926,371,5,1421.35
16943,212,5,1299.49
16946,383,5,1222.04
16947,236,5,955.21
16975,423,3,926.12
16980,255,3,1473.3300000000002
16991,421,1,1041.21
16993,464,2,1950.9499999999998
17020,542,2,935.62
17021,442,6,1182.22
17028,581,3,1593.83
17032,548,8,3004.6
17039,604,1,1954.99
17062,314,6,1208.22
17113,574,6,2322.59
17127,429,5,1155.0300000000002
17132,452,2,1272.8
17137,416,6,1133.63
17138,276,7,4417.27
17142,239,4,1283.75
17143,417,2,924.11
17145,513,4,3120.91
17150,377,6,1375.65
17152,195,4,2016.5
17165,284,6,1794.32
17176,202,3,902.3199999999999
17226,309,3,900.12
17230,264,18,9924.95
17239,313,4,1189.45
17241,385,12,2744.14
17277,228,2,1065.3500000000001
17305,649,1,2135.46
17307,395,11,3999.8900000000003
17308,393,2,4511.76
17310,387,2,1025.1
17322,376,5,922.59
17342,380,4,1227.54
17343,355,6,1259.94
17356,312,5,946.47
17362,239,7,1024.04
17363,395,3,940.86
17366,432,2,1096.24
17369,456,1,979.1999999999999
17406,333,13,4905.05
17421,386,3,1059.41
17438,254,5,1422.77
17448,497,46,14556.97
17454,192,10,1547.94
17456,365,2,1225.42
17465,426,7,2542.79
17472,191,4,935.1
17474,600,1,1047.0
17477,613,2,1144.3
17478,408,2,1272.8
17492,248,3,1122.42
17496,359,4,1412.89
17499,290,2,1341.39
17504,206,18,9565.12
17508,281,8,4579.23
17525,360,3,1161.9
17529,610,2,1240.25
17531,190,3,1266.82
17539,618,4,1226.57
17544,390,3,960.69
17550,197,9,2547.64
17578,218,7,1047.33
17582,236,5,1450.7
17597,214,5,3484.09
17604,217,6,945.9300000000001
17610,540,5,1529.49
17622,598,2,1130.21
17635,424,3,1265.58
17646,219,12,4149.79
17713,382,4,1198.09
17714,321,5,1410.18
17726,395,7,1092.06
17732,373,8,2470.39
17746,240,4,904.1800000000001
17770,199,5,1143.27
17814,375,2,1617.32
17822,420,5,2188.5
17829,299,5,4756.74
17849,218,8,1063.76
17850,372,155,56600.08
17851,422,6,1563.34
17853,407,3,1608.19
17860,369,4,1015.54
17862,324,4,1279.09
17871,205,5,1118.99
17876,400,3,3424.02
17908,374,5,1411.54
17955,199,6,949.9
17978,365,4,1461.76
17990,237,6,1527.6100000000001
18009,235,8,2155.83
18025,380,6,1177.72
18026,501,2,2074.07
18051,634,7,2282.28
18052,565,1,10877.18
18057,393,3,1203.56
18060,408,2,1185.46
18071,258,6,1428.63
18074,374,2,1509.04
18085,330,4,1645.75
18095,313,5,2303.09
18106,330,6,1461.46
18133,212,1,931.4999999999999
18202,200,3,1396.99
18214,531,4,1780.34
18218,211,4,1142.0
18220,227,6,1921.76
18231,192,28,6880.97
18239,219,6,2150.36
18258,464,6,2059.67
18286,477,2,1296.43
