customer_id,recency,frequency,monetary
12481,23,15,12361.39
13050,15,35,12344.53
14739,4,25,12287.5
13854,9,39,12253.96
14735,4,56,12240.16
13418,12,31,12233.6
15023,3,20,12170.68
15144,8,29,12160.31
17338,17,17,12142.57
15555,12,36,12112.35
14415,1,23,12091.6
17364,1,28,12070.42
14505,17,19,12001.84
17044,25,12,11962.3
13458,7,16,11959.27
16258,45,15,11942.52
16523,2,28,11916.33
13687,438,1,11880.84
18226,44,26,11878.88
12705,15,14,11762.1
14426,24,17,11727.94
13102,1,37,11696.92
13004,12,36,11650.85
13576,10,28,11551.74
15218,11,22,11516.57
12668,12,10,11444.68
13680,1,12,11435.67
14016,162,11,11403.41
17809,16,20,11337.39
14045,109,16,11313.029999999999
15874,64,21,11284.76
12539,22,7,11214.75
18055,7,14,11195.57
12524,9,17,11126.11
14134,383,15,11123.35
13941,22,15,11122.300000000001
12918,626,1,10953.5
16985,17,23,10923.16
14796,1,27,10889.64
18052,565,1,10877.18
12431,36,27,10857.97
16033,6,27,10836.13
15694,1,24,10810.81
18229,12,28,10803.710000000001
16984,88,9,10754.8
16327,14,16,10731.34
16168,11,66,10636.47
13324,36,18,10513.47
15290,5,26,10496.28
16782,10,38,10438.41
14028,550,3,10396.5
15296,51,12,10342.83
14422,1,19,10271.52
15719,33,31,10223.06
17160,31,17,10209.16
15805,23,30,10189.23
13599,1,33,10167.630000000001
15547,7,26,10154.39
14085,2,33,10104.97
12839,3,26,10071.73
12766,4,9,10068.28
13985,4,22,10020.86
16353,4,38,9999.460000000001
14755,10,25,9972.550000000001
16182,72,9,9971.65
18260,173,23,9962.11
14101,74,13,9961.93
16131,52,12,9957.42
17049,3,19,9947.48
14329,17,15,9927.22
17230,264,18,9924.95
16701,9,26,9916.73
12758,117,7,9903.24
18109,2,38,9893.96
13327,39,20,9879.48
12590,211,2,9864.26
14828,197,13,9839.460000000001
12490,5,21,9823.64
13735,25,13,9813.22
14944,30,19,9784.67
17306,11,21,9782.35
13018,16,35,9763.16
13267,3,36,9758.26
13069,1,38,9683.13
12380,22,11,9676.300000000001
17315,2,43,9650.6
14135,2,24,9643.92
17811,4,47,9609.8
17504,206,18,9565.12
14091,654,2,9530.08
14060,5,30,9519.08
13999,10,29,9502.26
13174,16,12,9494.84
15298,2,23,9459.37
14146,9,12,9450.3
15727,17,15,9445.51
14439,320,5,9443.04
16550,109,18,9435.13
17757,1,56,9422.45
13758,12,15,9416.98
15981,25,21,9362.77
15570,7,25,9311.04
12747,2,26,9276.539999999999
13162,122,16,9275.49
15249,32,18,9266.0
14367,8,16,9261.52
13448,17,13,9240.87
14292,8,16,9226.25
13756,2,23,9207.5
15260,100,25,9188.23
16700,9,25,9167.710000000001
17068,12,47,9161.08
16709,85,14,9087.460000000001
15867,5,31,9063.95
15939,90,16,9060.39
17576,8,41,9056.81
12755,281,11,9030.66
16186,23,26,9026.11
15150,17,13,9001.08
13555,74,13,8999.19
16722,17,22,8989.08
15903,10,12,8939.84
12359,58,10,8935.94
13269,1,28,8891.7
14709,15,25,8886.33
17396,39,14,8807.1
13047,32,24,8795.16
15984,3,30,8759.32
16532,18,5,8756.64
18041,12,38,8752.38
12957,10,13,8706.97
13263,1,39,8704.69
15955,24,22,8658.36
15497,18,9,8657.39
13148,29,26,8621.81
16945,22,33,8548.16
15281,59,16,8543.57
15270,16,21,8524.86
15786,46,5,8514.82
12798,10,4,8510.93
13209,30,13,8509.51
13715,281,17,8483.29
14286,24,7,8479.76
18139,18,6,8438.34
14160,610,7,8421.47
14057,24,22,8408.84
13206,400,13,8377.32
17611,7,28,8371.98
14676,31,12,8356.79
12643,128,12,8350.42
12637,67,12,8340.31
15034,16,14,8313.4
15998,37,16,8308.34
17686,7,9,8296.81
14030,18,20,8262.29
12720,3,30,8260.67
14525,20,17,8240.64
17365,13,15,8224.98
13381,32,12,8224.37
14056,1,23,8214.65
14395,2,20,8208.01
13139,16,8,8202.98
13426,1,22,8167.38
15544,9,20,8162.43
16672,2,20,8134.9400000000005
13869,123,10,8111.57
17593,4,11,8095.8
17426,8,13,8077.77
16767,31,15,8073.8
16670,17,20,8030.150000000001
16556,67,17,8012.58
15299,67,10,7991.54
12428,26,9,7956.46
14159,20,20,7938.01
16303,26,7,7928.27
12867,26,13,7913.29
14291,2,23,7904.1
17085,123,28,7891.41
13871,23,17,7885.85
12757,16,13,7857.1
15622,43,17,7852.61
14282,3,25,7849.66
15046,9,25,7812.389999999999
17091,3,19,7811.1
16592,4,28,7807.91
15581,121,38,7794.59
17409,185,10,7793.51
17238,3,32,7783.1
14800,48,17,7774.32
17730,3,20,7773.8
17739,12,18,7730.59
13534,2,35,7720.9
14688,8,28,7713.57
13137,11,16,7712.7
17696,38,27,7679.59
14175,60,8,7678.88
13141,85,17,7668.58
15301,51,17,7603.4400000000005
14145,47,7,7600.05
13709,4,18,7591.75
13373,61,6,7587.1900000000005
12841,5,40,7540.68
15179,18,13,7491.92
12429,9,8,7485.91
13815,22,8,7475.74
16242,8,14,7474.4
17602,2,14,7451.13
17690,30,20,7448.1
16570,15,20,7434.31
14243,9,17,7431.05
13082,126,21,7335.75
16253,67,7,7310.15
17965,38,29,7240.9800000000005
16729,38,21,7239.92
14092,8,24,7229.45
17231,12,25,7197.04
16745,87,17,7194.3
12712,29,21,7193.66
13451,26,11,7190.92
15950,32,10,7180.71
14841,53,14,7163.0
13983,30,21,7108.45
15521,40,16,7106.69
17769,13,17,7103.08
14113,4,16,7092.610000000001
16938,9,9,7043.18
13183,8,15,7036.18
17975,15,24,7028.83
13831,16,18,7023.58
12662,1,20,6988.02
16717,24,14,6986.2300000000005
13552,66,22,6978.92
15674,73,13,6948.2300000000005
16265,9,12,6935.17
16187,32,15,6911.4400000000005
13520,59,11,6909.4
12749,4,9,6897.36
18231,192,28,6880.97
16170,51,20,6869.0
16456,99,13,6862.91
15129,50,23,6860.18
16401,1,23,6849.15
12613,57,10,6835.07
12417,3,20,6816.91
12830,38,6,6814.64
16145,9,19,6805.4400000000005
15413,692,5,6798.72
15750,3,18,6797.191
14401,4,22,6795.9
13993,43,19,6775.71
14702,1,29,6754.22
18118,11,29,6733.22
14562,4,26,6729.400000000001
17838,27,13,6722.900000000001
12779,38,14,6722.2699999999995
14461,148,13,6713.5
15321,71,12,6709.7300000000005
14844,64,10,6702.43
13734,509,4,6701.640000000001
14388,10,16,6701.0
12913,5,13,6700.860000000001
16497,50,23,6695.28
13384,31,11,6680.83
17700,17,14,6679.97
17001,1,19,6640.8
13953,7,12,6640.68
14440,8,13,6638.7300000000005
13394,2,19,6621.7
12626,23,9,6620.48
17819,72,12,6612.5199999999995
15514,12,18,6598.55
15980,89,7,6593.68
12843,66,30,6588.41
13015,53,11,6586.42
12836,59,15,6585.62
13883,11,15,6560.02
14766,8,11,6556.13
15332,366,6,6553.74
16655,18,13,6548.37
14855,119,7,6520.3
14221,42,17,6517.49
17873,80,18,6515.88
12823,75,18,6501.5
17419,11,18,6500.52
18061,22,28,6488.97
13317,66,19,6486.091
14154,239,8,6460.7
16940,52,8,6427.66
15673,88,9,6414.79
12656,17,8,6407.83
14390,10,13,6399.83
18094,82,13,6391.52
12406,22,5,6390.36
12356,23,6,6373.68
12484,33,12,6370.15
14227,26,15,6368.71
13230,4,30,6360.78
13590,11,18,6349.59
16710,19,22,6349.09
17799,22,20,6341.89
18245,7,20,6324.9800000000005
14180,11,33,6319.25
13654,43,11,6308.0
15480,116,5,6279.0
13136,56,13,6274.56
13615,319,8,6272.53
14534,3,26,6271.11
16735,79,14,6270.56
13334,82,5,6263.75
14004,43,11,6258.45
15369,492,11,6251.26
12497,82,3,6248.5
16156,9,20,6218.18
14530,26,16,6197.4
16103,7,22,6191.71
14907,3,16,6165.79
14852,58,18,6147.18
17669,43,10,6142.35
13266,11,19,6135.04
13935,597,3,6116.92
17509,58,8,6115.14
14560,7,44,6114.03
18178,129,11,6103.74
16954,1,20,6081.88
12664,8,11,6070.04
17625,18,8,6067.8
12835,428,41,6043.31
14535,60,9,6030.7300000000005
17644,1,20,6028.6
13658,10,9,6025.5
15372,137,8,6017.06
15202,420,3,6001.49
15755,10,17,5993.12
14105,239,5,5988.83
17457,127,14,5984.8099999999995
17491,1,17,5981.07
15785,33,16,5969.93
14918,116,9,5955.81
12500,23,19,5955.21
14257,64,9,5954.45
17685,17,12,5943.17
15971,18,18,5902.83
16011,8,29,5880.46
12455,73,10,5879.95
18065,6,29,5866.63
14210,106,16,5861.52
17146,106,13,5860.24
14112,23,13,5834.59
14189,2,16,5814.39
13769,2,20,5800.42
12910,23,13,5796.52
17069,28,14,5794.28
18075,23,20,5783.29
17672,50,7,5778.63
15485,30,7,5771.51
14099,16,20,5765.71
17863,59,12,5745.2
16316,64,13,5744.91
12615,2,8,5740.98
13771,64,9,5728.82
16458,3,30,5715.34
13870,2,15,5712.08
16409,36,12,5709.04
16607,18,25,5706.87
16279,21,9,5705.08
17651,12,16,5703.52
13157,49,9,5687.36
12727,11,10,5679.53
12633,59,7,5678.16
13901,72,15,5676.34
15628,5,17,5652.26
16200,4,12,5643.45
13722,132,10,5635.41
12347,2,8,5633.32
13842,59,18,5629.91
16320,172,6,5628.99
14249,411,12,5625.461
18145,13,11,5617.79
14572,3,11,5615.18
16003,30,10,5613.83
16546,291,5,5606.47
17059,30,9,5602.53
15898,1,25,5596.31
17092,50,11,5594.96
15854,4,21,5583.81
15228,66,6,5580.2699999999995
17203,36,10,5575.88
15527,19,23,5575.64
16393,2,23,5561.66
13593,108,14,5523.6900000000005
14732,8,19,5517.07
17204,175,9,5504.6900000000005
13115,12,10,5494.7
16609,15,7,5493.46
16992,11,13,5476.5
17512,29,18,5467.820000000001
12480,28,7,5464.85
18198,4,17,5425.56
14713,9,21,5418.87
12378,130,2,5416.32
14626,24,11,5410.92
17719,38,15,5396.04
17612,53,18,5394.86
13362,9,7,5394.07
16008,24,15,5384.13
13014,11,11,5381.08
14459,155,2,5375.741
13495,8,10,5374.26
14081,302,10,5370.1
14442,205,7,5367.0199999999995
13975,31,12,5358.84
12362,3,11,5356.23
17567,7,9,5356.03
15641,105,12,5345.55
17346,4,26,5323.0
12708,30,18,5314.1
17584,7,6,5309.42
15394,10,11,5286.8
15152,10,14,5263.83
15722,36,11,5258.1
13931,96,11,5257.38
13107,44,9,5253.07
14930,109,6,5246.63
16931,5,23,5233.62
17061,74,11,5232.2300000000005
12422,96,17,5231.8
15606,61,17,5230.99
13763,63,3,5217.4400000000005
17084,35,3,5202.97
15812,107,12,5201.47
14546,5,11,5197.9
17213,40,13,5182.3
12510,143,9,5178.02
15443,2,14,5175.93
15796,1,17,5175.83
17663,26,17,5175.83
12625,212,4,5164.88
17157,8,19,5151.9
16153,50,11,5133.49
16904,4,21,5132.37
14493,7,10,5130.15
17861,3,18,5127.69
16919,156,24,5125.91
12483,17,19,5120.58
16308,38,7,5120.0
13329,32,8,5112.97
15529,23,12,5111.95
17519,17,15,5109.47
13523,33,6,5101.52
17402,5,23,5096.18
12594,38,15,5090.110000000001
15367,57,11,5081.33
13634,33,16,5073.47
14307,89,10,5071.03
16686,47,16,5070.92
12395,19,15,5067.27
12432,43,5,5059.32
18144,8,19,5058.0
17802,82,10,5053.12
17469,16,17,5051.25
12600,29,21,5043.92
16905,5,17,5034.15
12759,52,8,5020.74
17758,19,12,5012.53
12444,21,5,5005.46
14209,11,15,4993.27
14639,52,9,4978.96
13198,10,8,4974.2300000000005
12562,8,9,4966.92
17449,2,13,4951.15
12700,8,4,4939.99
14825,4,24,4925.08
17596,23,13,4920.67
14970,68,12,4919.35
16143,3,12,4910.83
16255,17,15,4906.8
17406,333,13,4905.05
17314,25,17,4904.43
13659,206,12,4894.88
16986,30,11,4888.75
13021,4,17,4887.24
15379,169,8,4877.84
14107,52,11,4877.3
12688,114,1,4873.8099999999995
17652,25,12,4867.72
13044,291,11,4853.9
14032,2,16,4850.2699999999995
13562,82,8,4838.18
17191,28,15,4836.05
12449,22,6,4835.89
16326,6,24,4826.99
14191,2,15,4817.66
15002,116,9,4817.28
13875,54,14,4814.37
13124,90,4,4782.45
15187,2,16,4777.18
13988,20,8,4757.8
12955,1,11,4757.16
17829,299,5,4756.74
17082,33,6,4732.03
14235,75,9,4717.99
15271,7,24,4709.54
13958,380,8,4709.2300000000005
12589,29,8,4695.66
17050,96,11,4691.79
15410,84,10,4685.72
13527,34,12,4683.74
17400,126,8,4677.05
16858,369,10,4668.28
13971,19,14,4667.57
18097,8,11,4663.32
16293,22,15,4657.95
15123,7,5,4656.17
15484,1,6,4656.0
12916,139,7,4654.0199999999995
14466,29,13,4646.9
12578,21,4,4642.45
17442,37,15,4620.3
14685,576,8,4619.79
12782,5,11,4618.24
14441,1,11,4611.6900000000005
15245,134,8,4610.84
12553,8,12,4608.75
13851,96,8,4606.46
18257,39,12,4600.15
14514,61,9,4598.9800000000005
17188,11,13,4592.93
16125,367,14,4587.65
17508,281,8,4579.23
17754,1,13,4577.53
15416,65,7,4572.82
13491,52,27,4566.56
14701,11,15,4562.09
17613,23,14,4559.150000000001
13510,1,11,4558.29
15365,26,13,4557.13
14648,416,15,4546.86
13571,13,26,4546.54
18069,26,11,4540.56
12598,10,11,4534.09
14001,46,9,4530.09
14290,11,8,4516.56
17308,393,2,4511.76
15680,9,10,4507.58
15764,88,8,4503.08
14625,196,11,4497.88
15122,114,11,4497.47
18064,133,11,4495.03
17220,24,21,4481.75
16912,29,15,4480.31
12627,11,7,4478.53
13435,5,9,4475.2300000000005
14341,45,18,4467.32
16081,56,8,4460.18
15240,45,12,4459.98
17682,10,11,4456.78
18093,93,8,4452.71
16098,88,14,4448.1
13982,39,9,4445.59
16218,30,13,4439.97
17722,96,5,4430.36
12349,19,4,4428.69
15845,18,11,4426.28
16563,54,6,4422.76
17412,3,16,4417.52
17138,276,7,4417.27
16626,1,17,4413.1
16283,6,8,4403.82
14211,53,18,4402.29
15861,12,12,4401.79
15203,26,15,4400.18
16150,43,10,4395.59
13505,73,4,4393.63
13880,21,17,4391.66
16732,32,4,4387.64
16749,591,2,4387.08
18272,3,9,4385.9800000000005
16455,64,11,4384.37
15708,41,9,4378.72
17372,41,28,4377.56
16118,653,1,4376.25
12523,19,23,4372.15
13297,8,7,4368.62
12752,81,1,4366.78
12917,128,6,4359.2
14482,18,12,4357.91
15633,509,13,4352.46
12408,33,8,4340.7699999999995
18077,8,18,4338.56
16241,10,16,4329.31
16072,288,4,4328.89
14854,78,11,4322.86
12370,51,7,4320.31
16477,64,11,4320.02
14334,17,12,4318.48
18259,25,7,4318.200000000001
15493,33,9,4314.9800000000005
12967,358,3,4306.92
12928,35,12,4304.89
17937,9,7,4301.22
18230,9,9,4291.06
17930,36,13,4275.22
16712,9,13,4266.99
14239,43,21,4263.17
14047,9,14,4255.03
16743,29,14,4253.26
12360,52,8,4252.89
16571,27,10,4248.74
12935,2,15,4243.86
18079,45,5,4242.75
17728,4,5,4238.76
13911,57,20,4234.99
16875,67,11,4234.53
17673,2,13,4233.58
15518,64,15,4218.94
15752,40,9,4207.54
15804,1,13,4206.39
15050,25,5,4193.79
17218,4,18,4192.68
14868,3,12,4184.01
17738,19,13,4183.56
18287,43,7,4182.99
17526,5,12,4166.04
18194,82,6,4162.04
14740,197,11,4161.06
12653,149,3,4160.83
13461,39,6,4160.0
17646,219,12,4149.79
16209,89,9,4146.78
12569,2,32,4124.69
13450,27,13,4120.04
16928,80,29,4113.23
17287,26,21,4111.96
14408,11,11,4109.77
14878,13,25,4105.24
13421,40,8,4103.12
14566,111,4,4092.0
13048,14,9,4084.21
12876,58,4,4081.79
15024,10,16,4075.51
17618,6,11,4073.2400000000002
14913,36,8,4073.13
15572,5,10,4068.67
12371,45,5,4067.38
14025,465,8,4057.9
15571,12,14,4051.63
17083,109,9,4049.79
17211,27,13,4046.65
12840,144,7,4041.97
16791,29,15,4038.69
14824,10,10,4022.9100000000003
15665,168,5,4015.12
12726,28,11,4014.6
15782,10,4,4014.1
12721,32,8,4013.08
17019,11,11,4012.2
13895,28,6,4008.52
14547,4,8,4007.54
13542,377,17,4006.17
16841,37,12,4006.06
17307,395,11,3999.8900000000003
13126,5,13,3998.25
16719,15,14,3973.3
16771,33,10,3967.6
17954,5,19,3966.05
15858,16,13,3960.37
14817,200,7,3959.86
15983,22,8,3958.8199999999997
17667,66,9,3950.7
14465,247,11,3946.03
12473,29,5,3938.5499999999997
15051,23,9,3935.16
15819,49,10,3934.79
13037,138,12,3914.9500000000003
14498,43,10,3911.27
12853,135,11,3907.5
15696,33,13,3906.57
13995,15,14,3902.01
12388,16,8,3901.11
15823,372,3,3897.17
15811,22,7,3890.52
12358,2,5,3887.07
14744,16,14,3885.08
15288,43,10,3883.13
13446,430,11,3881.89
14655,8,7,3878.51
15067,78,5,3877.88
18073,114,12,3877.5200000000004
15195,3,1,3861.0
14565,96,5,3859.2200000000003
14532,236,11,3859.1800000000003
16440,8,6,3856.9700000000003
16057,16,10,3854.85
13213,57,11,3851.52
16341,25,7,3850.79
16466,34,15,3838.59
13357,257,5,3838.36
17659,17,14,3834.79
13481,46,11,3830.84
15704,140,6,3817.96
12597,19,4,3811.22
15421,59,10,3805.34
16636,438,4,3802.04
17071,28,13,3801.2000000000003
16128,18,11,3801.05
14540,10,11,3795.34
15827,73,28,3794.07
16950,57,10,3784.37
12619,16,10,3781.38
14309,8,11,3780.81
15494,21,5,3780.05
14649,5,9,3775.31
17293,8,17,3774.23
15834,70,7,3772.9900000000002
15532,25,10,3771.9
18168,176,16,3770.27
15079,213,11,3767.35
17173,5,8,3766.6
12670,10,7,3760.29
12530,60,9,3759.26
17096,15,11,3759.18
17553,130,4,3757.6
14409,71,9,3756.09
13305,4,16,3754.71
14515,18,12,3749.2599999999998
12623,276,7,3747.84
15370,41,8,3739.01
15351,12,10,3738.29
16539,3,10,3732.01
15255,67,9,3729.42
12502,96,5,3723.87
16772,423,3,3723.5499999999997
16240,24,2,3718.8
14364,109,8,3717.35
14593,22,12,3712.0099999999998
12737,499,2,3710.5
16983,13,11,3710.22
14776,51,15,3708.3
16094,12,11,3695.56
12857,211,6,3688.0
12872,327,12,3685.4900000000002
12468,188,5,3670.74
15953,15,18,3669.5499999999997
14640,24,10,3667.06
16444,46,17,3656.58
17655,11,9,3652.48
14857,60,7,3651.851
17848,81,30,3650.9
13632,25,8,3648.15
16718,369,5,3647.53
17063,21,13,3638.53
14770,232,8,3637.64
16748,18,14,3637.33
16053,33,6,3634.84
17528,1,8,3628.5
14882,27,14,3628.15
14653,1,12,3614.54
16503,107,11,3614.34
15505,53,5,3610.96
15113,10,3,3609.33
15791,44,5,3608.34
18242,72,8,3605.21
13750,54,11,3602.1800000000003
12963,8,12,3601.59
16325,47,12,3597.5
17422,16,11,3594.76
15569,104,10,3586.35
14132,2,11,3586.0299999999997
17679,53,7,3577.61
17311,78,6,3566.56
18219,3,17,3562.89
14737,4,4,3554.17
15222,319,11,3550.91
14503,3,6,3543.26
12645,34,8,3539.3
16395,61,14,3537.85
17924,12,8,3536.7000000000003
15059,41,19,3523.57
16336,421,4,3517.69
16360,5,6,3512.53
17768,8,7,3509.51
16347,11,11,3509.41
14898,23,14,3507.81
18044,4,18,3505.61
14934,82,5,3503.5
13929,169,11,3494.1
13577,25,11,3489.28
15306,64,9,3484.73
17597,214,5,3484.09
12631,57,6,3481.57
17913,59,14,3479.64
15380,9,11,3479.0600000000004
15712,9,12,3472.4100000000003
13849,52,5,3469.3
14533,25,11,3466.37
15356,31,13,3464.95
16271,3,10,3463.02
14837,90,9,3460.32
13536,1,7,3448.29
13313,22,12,3445.32
15974,39,7,3442.15
16208,45,10,3440.45
17725,16,11,3439.08
17931,134,14,3437.29
12609,78,9,3435.86
15676,19,3,3435.76
16045,120,8,3434.9300000000003
15916,16,13,3427.17
12377,315,4,3426.32
16281,72,3,3424.02
17876,400,3,3424.02
15373,8,17,3421.39
13031,407,5,3419.27
14217,2,23,3416.89
14215,12,9,3416.33
13979,73,7,3416.23
14673,3,7,3410.81
15058,25,16,3410.03
13437,14,7,3408.06
13425,108,5,3403.63
13823,19,7,3403.4500000000003
15114,30,12,3400.12
12838,34,10,3398.48
16067,563,3,3395.29
13246,18,11,3387.43
17723,127,7,3378.4000000000005
13135,197,2,3371.45
13707,267,5,3365.86
13285,23,6,3364.59
13786,367,6,3358.94
15538,538,6,3358.3999999999996
14608,4,11,3352.94
16818,11,11,3349.57
17183,8,6,3347.31
15265,151,4,3345.64
12424,163,4,3340.03
13848,92,8,3335.0
14344,127,20,3333.7000000000003
14064,29,15,3332.42
16351,333,13,3330.0299999999997
17774,97,9,3328.05
15065,38,5,3326.86
12865,26,4,3323.47
13291,156,11,3320.84
13611,89,10,3319.53
14161,216,7,3318.88
13431,67,8,3316.24
13824,33,12,3314.76
13131,23,7,3313.77
14451,60,12,3308.77
16365,18,15,3307.2
14506,17,7,3290.67
13650,17,10,3288.0
15632,16,8,3285.31
14507,24,11,3284.43
14285,21,8,3284.42
18188,15,6,3280.59
15978,77,3,3279.42
14293,3,9,3267.9300000000003
13214,418,7,3264.23
15057,275,5,3255.96
12770,211,2,3246.45
16612,33,9,3245.43
14669,242,7,3243.93
15140,52,8,3243.69
17353,129,4,3242.0
15625,104,9,3236.4
15602,8,16,3230.51
16101,71,4,3229.16
16059,66,12,3217.77
16515,52,10,3216.3
13268,18,11,3214.69
12951,9,15,3213.7200000000003
16918,50,16,3213.29
13804,31,9,3208.52
16107,18,7,3204.1600000000003
17147,23,9,3199.95
14315,45,8,3197.82
15027,31,10,3195.6
13868,7,2,3192.54
13397,73,10,3191.87
16933,1,9,3181.25
12456,44,3,3181.04
17228,16,13,3177.24
15353,255,7,3175.95
17621,21,6,3175.12
16837,31,11,3170.98
17640,87,6,3168.94
13052,212,7,3168.53
16041,31,3,3166.4
14963,10,12,3164.48
16584,80,5,3163.67
16400,95,9,3159.44
15031,4,14,3156.58
12976,212,8,3156.38
14748,29,10,3152.32
14306,51,6,3151.4
17090,4,13,3149.48
15614,438,4,3147.36
17702,30,6,3144.04
17354,51,4,3143.46
14978,72,10,3142.14
15095,104,10,3141.64
17530,1,12,3141.51
14897,8,8,3140.54
13742,17,12,3131.02
15596,101,9,3130.04
14044,27,10,3123.1
15199,59,10,3122.4
17145,513,4,3120.91
13685,3,7,3119.44
14700,32,5,3116.26
13692,25,5,3114.4
13772,34,8,3114.22
13538,43,12,3112.73
16678,3,12,3109.99
17870,2,13,3108.15
12909,40,8,3103.19
15491,95,6,3100.09
13464,58,6,3097.64
12937,15,9,3097.61
15105,18,9,3094.91
12849,31,6,3090.56
14312,47,11,3090.29
17552,60,12,3085.29
12511,429,1,3084.02
17929,11,12,3082.1
16007,48,7,3075.14
17884,4,20,3072.89
